[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,pdf페이지,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
3204,국회전자도서관,소장자료,국회기록사진첩_vol25_007.jpg,5,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3205,국회전자도서관,소장자료,국회기록사진첩_vol25_008.jpg,6,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3206,국회전자도서관,소장자료,국회기록사진첩_vol25_009.jpg,6,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3207,국회전자도서관,소장자료,국회기록사진첩_vol25_010.jpg,7,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3208,국회전자도서관,소장자료,국회기록사진첩_vol25_011.jpg,7,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3209,국회전자도서관,소장자료,국회기록사진첩_vol25_012.jpg,8,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3210,국회전자도서관,소장자료,국회기록사진첩_vol25_013.jpg,8,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3211,국회전자도서관,소장자료,국회기록사진첩_vol25_014.jpg,8,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3212,국회전자도서관,소장자료,국회기록사진첩_vol25_015.jpg,9,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3213,국회전자도서관,소장자료,국회기록사진첩_vol25_016.jpg,9,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3214,국회전자도서관,소장자료,국회기록사진첩_vol25_017.jpg,10,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3215,국회전자도서관,소장자료,국회기록사진첩_vol25_018.jpg,10,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3216,국회전자도서관,소장자료,국회기록사진첩_vol25_019.jpg,11,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3217,국회전자도서관,소장자료,국회기록사진첩_vol25_020.jpg,11,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3218,국회전자도서관,소장자료,국회기록사진첩_vol25_021.jpg,12,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3219,국회전자도서관,소장자료,국회기록사진첩_vol25_022.jpg,12,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3220,국회전자도서관,소장자료,국회기록사진첩_vol25_023.jpg,13,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3221,국회전자도서관,소장자료,국회기록사진첩_vol25_024.jpg,13,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3222,국회전자도서관,소장자료,국회기록사진첩_vol25_025.jpg,14,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3223,국회전자도서관,소장자료,국회기록사진첩_vol25_026.jpg,14,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3224,국회전자도서관,소장자료,국회기록사진첩_vol25_027.jpg,15,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3225,국회전자도서관,소장자료,국회기록사진첩_vol25_028.jpg,15,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3226,국회전자도서관,소장자료,국회기록사진첩_vol25_029.jpg,15,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3227,국회전자도서관,소장자료,국회기록사진첩_vol25_030.jpg,16,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3228,국회전자도서관,소장자료,국회기록사진첩_vol25_031.jpg,16,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3229,국회전자도서관,소장자료,국회기록사진첩_vol25_032.jpg,17,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3230,국회전자도서관,소장자료,국회기록사진첩_vol25_033.jpg,17,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3231,국회전자도서관,소장자료,국회기록사진첩_vol25_034.jpg,18,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3232,국회전자도서관,소장자료,국회기록사진첩_vol25_035.jpg,18,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3233,국회전자도서관,소장자료,국회기록사진첩_vol25_036.jpg,19,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3234,국회전자도서관,소장자료,국회기록사진첩_vol25_037.jpg,19,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3235,국회전자도서관,소장자료,국회기록사진첩_vol25_038.jpg,20,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3236,국회전자도서관,소장자료,국회기록사진첩_vol25_039.jpg,20,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3237,국회전자도서관,소장자료,국회기록사진첩_vol25_040.jpg,21,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3238,국회전자도서관,소장자료,국회기록사진첩_vol25_041.jpg,21,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3239,국회전자도서관,소장자료,국회기록사진첩_vol25_042.jpg,22,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3240,국회전자도서관,소장자료,국회기록사진첩_vol25_043.jpg,22,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3241,국회전자도서관,소장자료,국회기록사진첩_vol25_044.jpg,23,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3242,국회전자도서관,소장자료,국회기록사진첩_vol25_045.jpg,23,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3243,국회전자도서관,소장자료,국회기록사진첩_vol25_046.jpg,24,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3244,국회전자도서관,소장자료,국회기록사진첩_vol25_047.jpg,24,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3245,국회전자도서관,소장자료,국회기록사진첩_vol25_048.jpg,25,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3246,국회전자도서관,소장자료,국회기록사진첩_vol25_049.jpg,25,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3247,국회전자도서관,소장자료,국회기록사진첩_vol25_050.jpg,26,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3248,국회전자도서관,소장자료,국회기록사진첩_vol25_051.jpg,26,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3249,국회전자도서관,소장자료,국회기록사진첩_vol25_052.jpg,27,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3250,국회전자도서관,소장자료,국회기록사진첩_vol25_053.jpg,27,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3251,국회전자도서관,소장자료,국회기록사진첩_vol25_054.jpg,28,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3252,국회전자도서관,소장자료,국회기록사진첩_vol25_055.jpg,28,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3253,국회전자도서관,소장자료,국회기록사진첩_vol25_056.jpg,29,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3254,국회전자도서관,소장자료,국회기록사진첩_vol25_057.jpg,29,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3255,국회전자도서관,소장자료,국회기록사진첩_vol25_058.jpg,30,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3256,국회전자도서관,소장자료,국회기록사진첩_vol25_059.jpg,30,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3257,국회전자도서관,소장자료,국회기록사진첩_vol25_060.jpg,30,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3258,국회전자도서관,소장자료,국회기록사진첩_vol25_061.jpg,31,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3259,국회전자도서관,소장자료,국회기록사진첩_vol25_062.jpg,31,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3260,국회전자도서관,소장자료,국회기록사진첩_vol25_063.jpg,32,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3261,국회전자도서관,소장자료,국회기록사진첩_vol25_064.jpg,32,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3262,국회전자도서관,소장자료,국회기록사진첩_vol25_065.jpg,32,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3263,국회전자도서관,소장자료,국회기록사진첩_vol25_066.jpg,33,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3264,국회전자도서관,소장자료,국회기록사진첩_vol25_067.jpg,33,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3265,국회전자도서관,소장자료,국회기록사진첩_vol25_068.jpg,34,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3266,국회전자도서관,소장자료,국회기록사진첩_vol25_069.jpg,34,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3267,국회전자도서관,소장자료,국회기록사진첩_vol25_070.jpg,34,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3268,국회전자도서관,소장자료,국회기록사진첩_vol25_071.jpg,35,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3269,국회전자도서관,소장자료,국회기록사진첩_vol25_072.jpg,35,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3270,국회전자도서관,소장자료,국회기록사진첩_vol25_073.jpg,36,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3271,국회전자도서관,소장자료,국회기록사진첩_vol25_074.jpg,36,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3272,국회전자도서관,소장자료,국회기록사진첩_vol25_075.jpg,37,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3273,국회전자도서관,소장자료,국회기록사진첩_vol25_076.jpg,37,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3274,국회전자도서관,소장자료,국회기록사진첩_vol25_077.jpg,37,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3275,국회전자도서관,소장자료,국회기록사진첩_vol25_078.jpg,38,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3276,국회전자도서관,소장자료,국회기록사진첩_vol25_079.jpg,38,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3277,국회전자도서관,소장자료,국회기록사진첩_vol25_080.jpg,38,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3278,국회전자도서관,소장자료,국회기록사진첩_vol25_081.jpg,39,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3279,국회전자도서관,소장자료,국회기록사진첩_vol25_082.jpg,39,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3280,국회전자도서관,소장자료,국회기록사진첩_vol25_083.jpg,40,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3281,국회전자도서관,소장자료,국회기록사진첩_vol25_084.jpg,40,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3282,국회전자도서관,소장자료,국회기록사진첩_vol25_085.jpg,41,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3283,국회전자도서관,소장자료,국회기록사진첩_vol25_086.jpg,41,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3284,국회전자도서관,소장자료,국회기록사진첩_vol25_087.jpg,42,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3285,국회전자도서관,소장자료,국회기록사진첩_vol25_088.jpg,42,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3286,국회전자도서관,소장자료,국회기록사진첩_vol25_089.jpg,43,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3287,국회전자도서관,소장자료,국회기록사진첩_vol25_090.jpg,43,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3288,국회전자도서관,소장자료,국회기록사진첩_vol25_091.jpg,44,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3289,국회전자도서관,소장자료,국회기록사진첩_vol25_092.jpg,44,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3290,국회전자도서관,소장자료,국회기록사진첩_vol25_093.jpg,44,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3291,국회전자도서관,소장자료,국회기록사진첩_vol25_094.jpg,45,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3292,국회전자도서관,소장자료,국회기록사진첩_vol25_095.jpg,45,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3293,국회전자도서관,소장자료,국회기록사진첩_vol25_096.jpg,46,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3294,국회전자도서관,소장자료,국회기록사진첩_vol25_097.jpg,46,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3295,국회전자도서관,소장자료,국회기록사진첩_vol25_098.jpg,47,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3296,국회전자도서관,소장자료,국회기록사진첩_vol25_099.jpg,47,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3297,국회전자도서관,소장자료,국회기록사진첩_vol25_100.jpg,48,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3298,국회전자도서관,소장자료,국회기록사진첩_vol25_101.jpg,48,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3299,국회전자도서관,소장자료,국회기록사진첩_vol25_102.jpg,48,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3300,국회전자도서관,소장자료,국회기록사진첩_vol25_103.jpg,49,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3301,국회전자도서관,소장자료,국회기록사진첩_vol25_104.jpg,49,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3302,국회전자도서관,소장자료,국회기록사진첩_vol25_105.jpg,50,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3303,국회전자도서관,소장자료,국회기록사진첩_vol25_106.jpg,50,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3304,국회전자도서관,소장자료,국회기록사진첩_vol25_107.jpg,51,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3305,국회전자도서관,소장자료,국회기록사진첩_vol25_108.jpg,51,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3306,국회전자도서관,소장자료,국회기록사진첩_vol25_109.jpg,52,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3307,국회전자도서관,소장자료,국회기록사진첩_vol25_110.jpg,52,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3308,국회전자도서관,소장자료,국회기록사진첩_vol25_111.jpg,53,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3309,국회전자도서관,소장자료,국회기록사진첩_vol25_112.jpg,53,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3310,국회전자도서관,소장자료,국회기록사진첩_vol25_113.jpg,54,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3311,국회전자도서관,소장자료,국회기록사진첩_vol25_114.jpg,54,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3312,국회전자도서관,소장자료,국회기록사진첩_vol25_115.jpg,55,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3313,국회전자도서관,소장자료,국회기록사진첩_vol25_116.jpg,55,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3314,국회전자도서관,소장자료,국회기록사진첩_vol25_117.jpg,56,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3315,국회전자도서관,소장자료,국회기록사진첩_vol25_118.jpg,56,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3316,국회전자도서관,소장자료,국회기록사진첩_vol25_119.jpg,57,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3317,국회전자도서관,소장자료,국회기록사진첩_vol25_120.jpg,57,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3318,국회전자도서관,소장자료,국회기록사진첩_vol25_121.jpg,58,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3319,국회전자도서관,소장자료,국회기록사진첩_vol25_122.jpg,58,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3320,국회전자도서관,소장자료,국회기록사진첩_vol25_123.jpg,59,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3321,국회전자도서관,소장자료,국회기록사진첩_vol25_124.jpg,59,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3322,국회전자도서관,소장자료,국회기록사진첩_vol25_125.jpg,60,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3323,국회전자도서관,소장자료,국회기록사진첩_vol25_126.jpg,60,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3324,국회전자도서관,소장자료,국회기록사진첩_vol25_127.jpg,60,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3325,국회전자도서관,소장자료,국회기록사진첩_vol25_128.jpg,61,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3326,국회전자도서관,소장자료,국회기록사진첩_vol25_129.jpg,61,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3327,국회전자도서관,소장자료,국회기록사진첩_vol25_130.jpg,61,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3328,국회전자도서관,소장자료,국회기록사진첩_vol25_131.jpg,62,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3329,국회전자도서관,소장자료,국회기록사진첩_vol25_132.jpg,62,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3330,국회전자도서관,소장자료,국회기록사진첩_vol25_133.jpg,62,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3331,국회전자도서관,소장자료,국회기록사진첩_vol25_134.jpg,63,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3332,국회전자도서관,소장자료,국회기록사진첩_vol25_135.jpg,63,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3333,국회전자도서관,소장자료,국회기록사진첩_vol25_136.jpg,63,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
