대구광역시청 공공저작물 권리확인 요청 목록 (단순데이터),,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
5387,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2022-12-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5388,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의(제28차)위원회 개최결과,2022-12-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5389,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의(제29차)위원회 개최결과,2022-12-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5390,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 양성평등기금운용심의위원회 개최 결과,2022-12-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5391,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제12회 대구광역시 지방세심의위원회 개최 결과,2022-12-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5392,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,소청심사위원회 위원 명단,2022-12-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5393,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 기록물평가심의회 결과 알림,2022-12-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5394,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제8회 도시공원위원회 개최 알림,2022-12-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5395,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제7회 정보공개심의회 심의의결 결과,2022-12-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5396,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제9회 대구광역시 도시계획위원회 결과,2022-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5397,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제2차 교통개선위원회 심의 결과,2022-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5398,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 대구행복진흥원 정책심의위원회 심의 결과,2022-12-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5399,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년도 교통개선위원회 위원 명단,2022-12-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5400,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제6회 소청심사위원회 개최결과,2022-12-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5401,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제8회 대구광역시 도시공원위원회 개최 결과,2022-12-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5402,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제1회 대구광역시 신문 등의 등록취소심의위원회 개최 결과,2022-12-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5403,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제12회 대구광역시 행정심판위원회 개최 결과,2022-12-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5404,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제8회 정보공개심의회 심의의결 결과,2022-12-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5405,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,대구광역시 지방세심의위원회 위원 명단 공개,2022-12-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5406,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제19회 건축(공동)위원회 심의 결과,2022-12-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5407,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제3회 건축사징계위원회 개최 결과,2022-12-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5408,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,대구광역시 도시농업위원회 위원 명단 공개,2022-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5409,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,대구광역시 행정심판위원회 위원 명단,2023-01-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5410,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제13회 대구광역시 지방세심의위원회 개최결과,2023-01-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5411,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건축위원회 위원 명단 공개,2023-01-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5412,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제13차 대구광역시 교통영향평가심의위원회 심의결과,2023-01-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5413,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제14차 대구광역시 교통영향평가심의위원회 심의결과,2023-01-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5414,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-01-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5415,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 사회복지사 처우개선위원회 결과,2023-01-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5416,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1차 교통개선위원회 심의 결과,2023-01-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5417,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,(1차~2차)건설기술심의 위원회(서면심의) 개최 결과,2023-01-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5418,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-01-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5419,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년도 제1차 대구광역시 지방토지수용위원회 개최 결과,2023-01-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5420,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 대구광역시 행정심판위원회 개최 결과,2023-01-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5421,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 대구광역시 경관위원회 개최 결과,2023-02-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5422,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-02-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5423,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2차 교통개선위원회 심의 결과,2023-02-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5424,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 건축(공동)위원회 심의 결과,2023-02-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5425,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의(제3차) 위원회 개최결과,2023-02-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5426,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의(제4차) 위원회 개최 결과,2023-02-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5427,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 대구광역시 지방세심의위원회 개최결과,2023-02-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5428,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 대구광역시 도시계획위원회 결과,2023-02-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5429,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-02-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5430,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-02-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5431,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 대구광역시 도시계획위원회 결과,2023-02-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5432,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 정보공개심의회 심의의결 결과,2023-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5433,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 정보공개심의회 심의의결 결과,2023-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5434,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-02-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5435,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-02-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5436,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제11회 공유재산심의회 회의 결과,2023-02-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5437,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 공유재산심의회 회의 결과,2023-02-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5438,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 공유재산심의회 회의 결과,2023-02-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5439,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,대구광역시 시민건강위원회 명단(2023. 2. 현재),2023-02-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5440,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 대구광역시 민간위탁 운영위원회 개최 결과,2023-02-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5441,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년도 제1차 갈등관리심의위원회 회의 결과,2023-02-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5442,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-02-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5443,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-02-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5444,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년도 제1회 식품진흥기금 심의위원회 회의 개최결과,2023-02-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5445,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,의료기관개설위원회 심의 결과,2023-02-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5446,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 대구광역시 행정심판위원회 개최 결과,2023-02-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5447,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 대구광역시 경관위원회 개최 결과,2023-02-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5448,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의(제5차) 위원회 개최 결과,2023-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5449,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5450,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,대구광역시 아동복지심의위원회 명단,2023-03-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5451,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,대구광역시 출자출연기관 운영심의위원회 위원 명단,2023-03-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5452,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제3회 건축사징계위원회 개최 결과,2023-03-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5453,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,제7~8차 건설기술심의 위원회 개최 결과,2023-03-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5454,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의 위원회 개최 결과,2023-03-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5455,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의 위원회 개최 결과,2023-03-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5456,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 아동복지심의위원회 소위원회 개최 결과,2023-03-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5457,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 아동복지심의위원회 회의 개최 결과,2023-03-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5458,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 도시공원위원회 개최 알림,2023-03-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5459,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-03-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5460,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제3회 정보공개심의회 심의의결 결과,2023-03-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5461,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년도 제2차 대구광역시 지방토지수용위원회 개최 결과,2023-03-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5462,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,제7차 건설기술심의위원회 심의결과,2023-03-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5463,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제3회 대구광역시 행정심판위원회 개최 결과,2023-03-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5464,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의(제6차) 위원회 개최 결과,2023-03-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5465,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,&lt;2023년 제1회 대구광역시 도시공원위원회 개최 결과&gt;,2023-03-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5466,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,제10~11차 건설기술심의위원회 심의결과,2023-03-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5467,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 대구광역시 소청심사위원회 심사 결과,2023-03-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5468,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제3회 대구광역시 도시계획위원회 결과,2023-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5469,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제4회 정보공개심의회 심의의결 결과,2023-04-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5470,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 건축(공동)위원회 심의 결과,2023-04-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5471,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제3회 건축(공동)위원회 심의 결과,2023-04-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5472,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제1회 도시 주거환경정비기금운용 심의 위원회 개최 결과,2023-04-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5473,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제2회 도시 주거환경정비기금운용 심의 위원회 개최 결과,2023-04-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5474,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제5회 정보공개심의회 심의의결 결과,2023-04-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5475,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-04-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5476,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,제12차 건설기술심의위원회 심의결과,2023-04-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5477,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 대구광역시 민간위탁 운영위원회 개최 결과,2023-04-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5478,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-04-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5479,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,"건설기술심의 위원회(용역발주, 서면심의) 개최 결과",2023-04-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5480,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 지적재조사위원회 개최결과,2023-04-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5481,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 공공디자인 진흥위원회 심의 결과,2023-04-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5482,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제4회 대구광역시 행정심판위원회 개최 결과,2023-04-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5483,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2차 갈등관리심의위원회 회의 결과,2023-04-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5484,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의(제13차) 위원회 개최 결과,2023-04-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5485,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,건설기술심의(제14차) 위원회 개최 결과,2023-04-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5486,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제6회 정보공개심의회 심의의결 결과,2023-04-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5487,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제4회 지방세심의위원회 개최결과,2023-04-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5488,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 도시 주거환경정비기금운용 심의 위원회 개최 결과,2023-04-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5489,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제3회 경관위원회 개최 결과,2023-05-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5490,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2022년 제5회 계약심의위원회 개최 결과,2023-05-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
