대구광역시청 공공저작물 권리확인 요청 목록 (단순데이터),,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
98,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(서부소방서),2017-02-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
99,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(북부소방서),2017-02-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
100,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(상수도사업본부 고산정수사업소),2017-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
101,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(경제정책과),2017-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
102,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2016년 10월~12월 업무추진비 집행내역(문화콘텐츠과),2017-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
103,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(문화콘텐츠과),2017-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
104,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(감사관실),2017-02-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
105,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2016년 7월 ~ 12월 업무추진비 공개(감사관실),2017-02-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
106,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(서부소방서),2017-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
107,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(동부소방서),2017-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
108,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(시설안전관리사업소),2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
109,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(청정에너지과),2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
110,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(상수도사업본부 생산수질부),2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
111,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역,2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
112,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(강서소방서),2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
113,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(도시철도건설본부),2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
114,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1~2월 업무추진비 집행내역(환경정책과),2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
115,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1~2월 업무추진비 집행내역(도시계획과),2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
116,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(경제정책과),2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
117,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역,2017-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
118,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(건설본부),2017-03-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
119,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2월 업무추진비집행 내역(수질연구소),2017-03-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
120,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(대변인실),2017-03-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
121,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(종합복지회관),2017-03-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
122,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(관광과),2017-03-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
123,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(안전정책관실),2017-03-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
124,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(여성회관),2017-03-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
125,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(달성소방서),2017-03-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
126,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(시장),2017-03-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
127,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(행정부시장),2017-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
128,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(경제부시장),2017-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
129,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(총무과),2017-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
130,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월 업무추진비 집행내역(대구미술관),2017-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
131,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(대구미술관),2017-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
132,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,"2017년 1, 2월 업무추진비 집행내역(소방안전본부)",2017-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
133,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역 공개(공무원교육원),2017-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
134,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(상수도사업본부 급수부),2017-03-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
135,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(북부소방서),2017-03-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
136,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,"2017년 1, 2월 업무추진비 집행내역(의료허브조성과)",2017-03-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
137,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행 내역,2017-03-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
138,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(보건환경연구원),2017-03-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
139,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017. 2월 업무추진비 집행내역(중부소방서),2017-03-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
140,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(보건건강과),2017-03-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
141,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,"2017년 1,2월 업무추진비 집행내역(의료산업과)",2017-03-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
142,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(시장),2017-03-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
143,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(행정부시장),2017-03-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
144,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(경제부시장),2017-03-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
145,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(총무과),2017-03-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
146,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,"2017년 1,2월 업무추진비 집행내역(농산유통과)",2017-03-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
147,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,"2017년 1,2월 업무추진비 집행내역(스마트시티조성과)",2017-03-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
148,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(상수도사업본부 고산정수사업소),2017-03-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
149,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 업무추진비 집행내역(교통정책과),2017-03-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
150,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,"2017년 1,2월 업무추진비 집행내역(체육시설관리사무소)",2017-03-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
151,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 어르신복지과 업무추진비 집행내역,2017-03-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
152,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(상수도사업본부 생산수질부),2017-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
153,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2016년 11월~12월 행복민원과 업무추진비 집행내역,2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
154,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 1월~3월 행복민원과 업무추진비 집행내역,2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
155,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(도시철도건설본부),2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
156,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역,2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
157,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(경제정책과),2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
158,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(종합복지회관),2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
159,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(여성회관),2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
160,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(강서소방서),2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
161,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(달성소방서),2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
162,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(동부소방서),2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
163,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(스마트시티조성과),2017-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
164,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역 공개(공무원교육원),2017-04-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
165,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 2월 ~3월 업무추진비 집행내역(상수도사업본부 시설관리소),2017-04-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
166,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(소방안전본부),2017-04-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
167,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(서부소방서),2017-04-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
168,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(체육시설관리사무소),2017-04-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
169,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2017년 3월 업무추진비 집행내역(안전정책관실),2017-04-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
