한국문화예술교육진흥원 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
70,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국환경공단 정보자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011299,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
71,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국해양과학기술원 부설 극지연구소,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011298,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
72,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,인천항만공사 자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011297,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
73,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,인천연구원 자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011296,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
74,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,인천성평등자료관 다다름,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011295,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
75,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,인천상공회의소 자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011294,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
76,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,인천광역시청 행정자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011293,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
77,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,수도권매립지관리공사기술정보자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011292,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
78,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,국립환경과학원 환경정보도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011291,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
79,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,국립생물자원관 도서실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011290,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
80,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,가톨릭대학교 인천성모병원 의학도서실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011289,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
81,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,가톨릭관동대학교 국제성모병원 의학도서실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011288,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
82,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,현대중공업㈜기술정보센터,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011287,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
83,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국에너지공단 자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011286,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
84,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국석유공사 석유자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011285,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
85,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국산업인력공단 정보자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011284,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
86,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,한국산업안전보건공단,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011283,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
87,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,울산항만공사 열린 도서관,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011282,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
88,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,울산대병원 의학도서실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011281,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
89,문화예술교육 자원지도,HOME > 문화예술교육 공간,도서관,울산광역시청 행정자료실,https://arc.arte.or.kr/ap2/d/ap2d0102.do?searchGroupCode=WGC_0000000005&searchCode=WPC_0000011280,2023,무,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
