철도산업정보센터 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
4077,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4078,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4079,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4080,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4081,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4082,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4083,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4084,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4085,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4086,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,회사상호변경(인천국제공항철도(주)에서 공항철도(주),,2006-06-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4087,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,2대 이철 사장 취임,,2006-06-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4088,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,사명 변경에 따라 노선 명칭을 인천국제공항철도(I'REX)에서 공항철도(A'REX)로 변경,,2006-06-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4089,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역(위탁발매소)로 영업개시,,2006-06-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4090,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경부선 진위역 개통,,2006-06-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4091,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경부선 지제역 개통,,2006-06-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4092,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,직원 전용 통근열차 운행 중지.,,2006-06-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4093,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 서울지사 관리역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4094,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"지역 관리역제 폐지, 보통(1급)역으로 조정",,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4095,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 수도권남부지사 관리역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4096,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 충남지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4097,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대전지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4098,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 경북남부지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4099,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 대구지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4100,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 부산지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4101,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 전북지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4102,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 전남지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4103,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 충북지사관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4104,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 경북북부지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4105,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 수도권동부지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4106,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 수도권북부지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4107,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 강원지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4108,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 경남지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4109,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조직개편으로 광주지사 관할역이 됨.,,2006-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4110,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,민자역사 신축.,,2006-07-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4111,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,KORAIL 혁신학교 운영개시,,2006-07-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4112,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,금융약정체결,,2006-07-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4113,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"현업조직 개편 (5지역본부, 17관리역, 83사무소 → 17개 지사)",,2006-07-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4114,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,실시설계 자문단 및 T/F팀 착수보고회 개최 의정부시,,2006-07-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4115,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신역사로 이전.,,2006-07-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4116,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,관광열차 아리아리호 아우라지~구절리 간 운행 개시,,2006-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4117,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,공기업 최초로 청렴옴브즈만 제도 시행,,2006-08-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4118,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,KTX 특송서비스 개시,,2006-08-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4119,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,전자계약 우수기관 선정,,2006-08-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4120,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,도로확장에 따른 송정철도가도교 개량 공사 착공.(~2008년 3월 3일),,2006-08-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4121,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,철도경영정상화 방안 확정 발표,,2006-08-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4122,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,금곡 - 마석 구간 신선 이설,,2006-08-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4123,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"을종대매소로 지정과 동시에 평내호평역으로 역명변경, 역사이설",,2006-08-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4124,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,실시설계완료 및 본공사 계약,,2006-09-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4125,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,실시계획 고시 및 보상시행 의뢰,,2006-09-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4126,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,민자사업 적격성조사 결과 제출(기획예산처),,2006-09-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4127,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,2006-09-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4128,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,관광레저 특급열차 개조(Lady Bird) 완료 및 영업개시,,2006-09-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4129,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,반야월역사 등록문화재(제 270호)로 지정.,,2006-09-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4130,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,EPC 및 PM 계약체결,,2006-09-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4131,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,구미민자역사 준공.,,2006-09-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4132,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,율촌역사 근대문화재 지정예고,,2006-09-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4133,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,팔당역사 근대문화재 지정예고,,2006-09-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4134,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동촌역사 근대문화재로 지정예고.,,2006-09-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4135,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,차내취급역으로 지정.,,2006-10-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4136,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,e-Ticket 서비스 시행,,2006-10-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4137,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제14차 CCTST 서울총회 개최,,2006-10-07 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4138,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제1차 아시아철도정상회의 개최,,2006-10-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4139,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제9차 세계철도차량컨퍼런스 개최,,2006-10-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4140,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,금융약정 체결 국민은행 등,,2006-10-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4141,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,1단계 시험운전 완료,,2006-10-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4142,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,1단계 종합인터페이스 시험 시작,,2006-10-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4143,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사철거,,2006-10-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4144,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,KTX 1일 이용승객 15만명 돌파,,2006-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4145,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,적격성조사 결과 보고서 검토완료(공공투자관리센터),,2006-10-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4146,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사철거,,2006-10-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
