철도산업정보센터 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
1889,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1976-03-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1890,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,사무관역으로 승격,,1976-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1891,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,전용선 영업개시,,1976-04-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1892,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,민수용 무연탄 도착취급역 지정,,1976-04-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1893,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,민수용 무연탄도착취급역 지정취소,,1976-04-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1894,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사신축.,,1976-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1895,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역명변경(행주→강매),,1976-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1896,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1976-05-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1897,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,4급역에서 3급역으로 승격,,1976-06-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1898,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,을종승차권대매소로 지정,,1976-06-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1899,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,4급역에서 3급역으로 승격,,1976-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1900,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1976-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1901,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물취급 중지,,1976-06-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1902,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1903,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1904,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"화물, 소화물 취급 중지.",,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1905,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,일반화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1906,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1907,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1908,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1909,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1910,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1911,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1912,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1913,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1914,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1976-07-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1915,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,민수용 무연탄도착취급역 지정,,1976-08-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1916,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,인천공작창 화차 제 2공장 업무개시,,1976-08-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1917,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,삼천리산업 전용선 부설,,1976-08-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1918,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,전용선 착발화물 한 화물취급지정,,1976-09-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1919,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공,,1976-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1920,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1976-09-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1921,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사로 이전.,,1976-09-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1922,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사신축 착공,,1976-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1923,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 준공,,1976-10-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1924,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축착공,,1976-10-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1925,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경전선 도심철도구간 이설 관련 철도이설 관계관 회의 개최,,1976-11-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1926,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,차급식염 및 전용선착발 군용화물 한 화물취급지정,,1976-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1927,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공,,1976-12-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1928,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사준공.,,1976-12-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1929,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사신축 준공,,1976-12-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1930,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,고로시멘트선 준공,,1976-12-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1931,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"함백~조동간 루프 터널(L=2,450m) 개통으로 인해 예미~조동간 함백선 연결 개통. 해당 구간 복선화",,1976-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1932,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"함백~조동간 루프 터널(L=2,450m) 개통으로 인해 예미~조동간 함백선 연결 개통. 해당 구간 복선화",,1976-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1933,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 승격,,1976-12-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1934,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수도권 CTC 완공,,1977-01-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1935,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,Micro-Wave 무선통신망(2.5㎓주파수대) 개통,,1977-01-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1936,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사증축,,1977-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1937,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 개역,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1938,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 영업개시,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1939,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역 폐지,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1940,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 영업개시.,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1941,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1942,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1943,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무인신호장으로 개역,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1944,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 영업개시,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1945,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1946,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1947,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 다시 부활.,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1948,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 다시 영업개시,,1977-03-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1949,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,호남선 복선화 공사에 따라 역사이전,,1977-03-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1950,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조동역(신호장) 개역.,,1977-04-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1951,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조동역(신호장) 개역.,,1977-04-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1952,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급중지,,1977-04-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1953,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,아세아시멘트선 부설,,1977-04-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1954,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사이전,,1977-04-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1955,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1977-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1956,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,불국사역으로 관리역 변경,,1977-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1957,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1977-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1958,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1977-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1959,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1960,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물 취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1961,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"여객, 소화물취급 중지",,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1962,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물취급 중지.,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1963,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1964,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객 및 수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1965,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물 취급 중지.,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1966,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물 취급 중지.,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1967,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객 및 소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1968,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물 취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1969,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1970,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객 및 소화물 취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1971,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1972,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1973,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1974,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1975,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1976,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1977,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1978,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1979,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1980,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1981,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1982,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객 및 수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1983,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물 취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1984,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1985,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1986,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1987,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1988,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1989,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1990,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객 및 수소화물취급 중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1991,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1992,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급중지,,1977-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1993,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"제7비료공장 준공, 7비선 개통 ",,1977-06-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1994,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,7비선 개통,,1977-06-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1995,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1996,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물업무를 동대구역으로 이관,,1977-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1997,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객취급 중지,,1977-06-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1998,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,임시승강장으로 개역,,1977-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
1999,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무연탄 전용선 부설,,1977-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2000,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,민수용 무연탄도착화물취급역 지정취소,,1977-08-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2001,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,정읍역대신 민수용 무연탄도착화물취급역 지정,,1977-08-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2002,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,ATS화 완료.,,1977-08-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2003,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,군산역 대신 민수용무연탄도착취급역 지정,,1977-08-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2004,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,민수용무연탄도착취급역 지정취소,,1977-08-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2005,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"화물, 수소화물취급 중지",,1977-09-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2006,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1977-09-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2007,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"화물, 수소화물취급 중지",,1977-09-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2008,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"화물, 수소화물취급 중지",,1977-09-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2009,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1977-09-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2010,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"화물, 수소화물취급 중지",,1977-09-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2011,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"충북선복선화와 함께 현재의 역사신축, 보통역으로 부활",,1977-09-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2012,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공,,1977-09-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2013,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 격하,,1977-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2014,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 변경,,1977-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2015,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 격하,,1977-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2016,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 격하,,1977-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2017,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1977-09-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2018,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,군전용선 개통,,1977-10-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2019,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,3급에서 4급역으로 격하,,1977-10-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2020,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,을종승차권대매소로 변경,,1977-10-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2021,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,을종대매소로 변경,,1977-10-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2022,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 격하,,1977-10-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2023,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 격하,,1977-10-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2024,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 격하,,1977-10-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2025,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사신축 준공,,1977-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2026,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,특급열차 여객취급,,1977-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
