국립해양문화재연구소 공공저작물 권리확인 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,작성일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
833,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 단시간근로자(잠수사) 최종합격자 공고,,2017.07.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
834,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 기간제근로자(연구원) 채용 공고,,2017.08.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
835,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자 서류전형 합격자 및 면접일정 공고,,2017.08.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
836,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 기간제근로자(연구원) 채용 재공고,,2017.08.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
837,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자 서류전형 합격자 및 면접일정 공고,,2017.09.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
838,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자(연구원) 채용 최종 합격자 공고,,2017.09.15,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
839,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 단시간근로자 채용공고,,2017.10.10,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
840,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 단시간근로자 채용 재공고,,2017.10.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
841,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 단시간근로자 채용 합격자 공고,,2017.10.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
842,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 무기계약직(수습직원) 채용공고,,2017.12.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
843,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 무기계약직(수습직원) 채용 공고,,2017.12.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
844,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 무기계약직(수습직원) 서류전형 합격자 공고,,2017.12.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
845,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 무기계약직(수습직원) 서류전형 합격자 공고,,2017.12.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
846,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 무기계약직(수습직원) 채용 최종합격자 발표,,2017.12.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
847,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 무기계약직(수습직원) 최종합격자 공고,,2017.12.26,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
848,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 무기계약직(수습직원) 최종합격자 변경 공고,,2017.12.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
849,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 행정지원인력(단시간근로자) 채용 공고,,2018.01.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
850,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 행정지원인력(단시간근로자) 채용 재공고,,2018.02.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
851,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 행정지원인력(단시간근로자) 최종합격자 공고,,2018.02.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
852,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 기획운영과 한시임기제 8호 경력경쟁채용 시험 채용공고,,2018.03.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
853,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 단시간근로자(잠수사) 채용 공고,,2018.03.09,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
854,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 기획운영과 한시임기제 8호 경력경쟁채용 시험 재공고,,2018.03.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
855,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 단시간근로자(잠수사) 서류전형 합격자 및 면접시험 공고,,2018.03.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
856,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 행정지원인력(단시간근로자) 채용 공고,,2018.03.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
857,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 기획운영과 한시임기제 8호 경력경쟁채용 시험 재공고,,2018.03.29,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
858,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 단시간근로자(잠수사) 최종합격자 공고,,2018.04.02,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
859,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 제8기 자원봉사자 합격자 공고,,2018.04.02,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
860,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 행정지원인력(단시간근로자) 채용 재공고,,2018.04.06,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
861,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 행정지원인력(기간제근로자) 채용 공고,,2018.04.13,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
862,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 행정지원인력(단시간근로자) 채용 서류전형 합격자 공고,,2018.04.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
863,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 행정지원인력(단시간근로자) 합격 공고,,2018.04.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
864,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 공무원(5급) 전입 모집 공고,,2018.04.24,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
865,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 행정지원인력(기간제근로자) 채용 서류전형 합격자 및 면접일시 공고,,2018.04.25,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
866,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 행정지원인력(기간제근로자) 최종합격자 공고,,2018.05.09,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
867,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전시홍보과 행정지원인력(기간제근로자) 채용공고,,2018.05.15,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
868,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전시홍보과 행정지원인력(기간제근로자) 채용 재공고,,2018.05.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
869,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전시홍보과 행정지원인력(기간제근로자) 서류전형 합격자 및 면접시험 공고,,2018.05.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
870,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전시홍보과 행정지원인력(기간제근로자) 최종합격자 공고,,2018.06.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
871,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 공무원(5급) 전입 모집 (재)공고,,2018.06.07,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
872,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 무기계약직(실무수습) 채용공고,,2018.06.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
873,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 무기계약직(수습직원) 서류전형 합격자 공고,,2018.06.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
874,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 공무원(5급) 전입 모집 (재)공고,,2018.06.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
875,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 무기계약직(수습직원) 채용시험 최종합격자 공고,,2018.07.03,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
876,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 무기계약직(수습직원) 채용 공고,,2018.07.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
877,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(수습직원) 채용 공고,,2018.07.17,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
878,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 무기계약직 안전관리원(수습직원) 채용 재공고,,2018.07.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
879,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(수습) 서류전형 합격자 발표 및 면접일정 공고,,2018.07.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
880,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(수습) 최종합격자 발표,,2018.07.31,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
881,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 무기계약직(수습/안전관리원) 채용시험 서류전형 합격자 발표,,2018.08.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
882,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 무기계약직(안전관리원) 채용시험 최종 합격자 발표,,2018.08.03,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
883,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,(합격자 변경 공고)서해문화재과 안전관리원(무기계약직) 최종 합격자 변경 공고,,2018.08.03,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
884,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,한국해양대학교 국가공무원 경력경쟁채용(신규-해양수산8·9급) 모집 공고,,2018.09.03,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
885,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 공무원(5급) 전입 모집 (재)공고,,2018.09.11,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
886,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 행정지원인력(전시큐레이터) 채용 공고,,2018.09.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
887,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(수습) 연구원 채용 공고,,2018.09.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
888,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,수중발굴과 무기계약직(수습) 연구원 채용 공고,,2018.09.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
889,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 행정지원인력(전시큐레이터) 채용 서류심사 합격자 및 면접심사 일정,,2018.09.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
890,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 행정지원인력(전시큐레이터) 채용시험 최종 합격자 발표,,2018.10.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
891,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,수중발굴과 무기계약직 채용 서류심사 합격자 발표 및 면접심사 공고,,2018.10.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
892,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(실무수습) 서류심사 결과 및 면접시험 공고,,2018.10.17,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
893,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 면접시험 장소 변경 알림,,2018.10.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
894,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,수중발굴과 무기계약직(실무수습) 최종합격자 공고,,2018.10.19,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
895,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(실무수습) 최종합격자 공고,,2018.10.25,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
896,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 휴직자 대체 행정지원인력(기간제근로자) 채용 공고,,2018.11.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
897,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,휴직자 대체 행정지원인력(기간제근로자) 서류전형 합격자 발표 및 면접시험 공고,,2018.11.29,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
898,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 해양유물연구과 무기계약직(실무수습) 채용 공고,,2018.12.04,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
899,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 무기계약직(실무수습) 채용공고,,2018.12.06,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
900,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,2018년 국립해양문화재연구소 휴직자 대체 행정지원인력(기간제근로자) 최종 합격자 공고,,2018.12.07,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
901,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,(수정공고) 서해문화재과 무기계약직(실무수습) 채용공고,,2018.12.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
902,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 서해문화재과 무기계약직(실무수습) 채용 공고,,2018.12.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
903,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,(재공고) 공무직(무기계약) 채용 재공고(서해문화재과),,2018.12.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
904,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 해양유물연구과 무기계약직(실무수습) 채용 재공고,,2018.12.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
905,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(무기계약) 채용시험 서류합격자 발표,,2018.12.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
906,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(무기계약) 채용시험 최종합격자 발표,,2018.12.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
907,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 무기계약직(실무수습) 채용시험 서류합격자 발표,,2019.01.03,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
908,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 해양유물연구과 무기계약직(실무수습) 서류전형 합격자 발표,,2019.01.03,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
909,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 어린이해양문화체험관 단시간 근로자 채용공고,,2019.01.04,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
910,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,문화재청 과장급 개방형 직위(국립해양문화재연구소 전시홍보과장) 공개 모집 안내,,2019.01.04,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
911,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(실무수습) 최종합격자 공고,,2019.01.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
912,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(무기계약) 채용시험(재공고) 최종합격자 공고,,2019.01.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
913,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(무기계약) 채용공고,,2019.01.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
914,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(실무수습) 채용 공고,,2019.01.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
915,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,어린이체험관 단시간근로자 서류심사 합격자 발표 및 면접심사 공고,,2019.01.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
916,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,수중발굴과 공무직(실무수습) 채용공고,,2019.01.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
917,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,어린이해양문화체험관 단시간 근로자 최종합격자 공고,,2019.01.22,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
918,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,(재공고)서해문화재과 공무직(무기계약) 채용공고,,2019.01.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
919,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(무기계약) 채용 서류전형 합격자 공고,,2019.01.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
920,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(실무수습) 서류전형 합격자 발표 및 면접시험 공고,,2019.01.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
921,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,수중발굴과 공무직(실무수습) 서류심사 합격자 발표 및 면접시험 일정 공고,,2019.01.29,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
922,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(무기계약) 채용 최종 합격자 공고,,2019.01.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
923,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,해양유물연구과 무기계약직(실무수습) 최종합격자 공고,,2019.02.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
924,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(무기계약-시설물관리원) 채용 서류전형 합격자 공고,,2019.02.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
925,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,수중발굴과 공무직(실무수습) 최종합격자 공고,,2019.02.07,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
926,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(시설물관리원) 최종합격자 공고,,2019.02.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
927,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(시설물관리원 등) 채용공고,,2019.02.25,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
928,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,"국립해양문화재연구소 전문임기제(다급, 라급) 채용공고",,2019.02.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
929,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 단시간근로자(잠수사) 채용공고,,2019.03.06,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
930,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,(재공고)서해문화재과 공무직(시설물관리원) 채용 공고,,2019.03.06,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
931,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(시설물청소원) 채용 서류전형 합격자 공고,,2019.03.06,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
932,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 기간제근로자 채용 공고,,2019.03.06,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
933,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(시설물청소원) 채용 최종 합격자 공고,,2019.03.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
934,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자 채용공고,,2019.03.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
935,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자(전시큐레이터) 채용공고,,2019.03.11,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
936,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 전문임기제 공무원(다급-보존과학) 채용(재)공고,,2019.03.13,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
937,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(시설물관리원) 서류전형 합격자 공고,,2019.03.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
938,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 단시간근로자(잠수사) 서류전형 합격자 및 면접시험 공고,,2019.03.15,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
939,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 기간제근로자 채용 재공고,,2019.03.15,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
940,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자 서류전형 합격자 발표 및 면접시험 공고,,2019.03.19,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
941,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,서해문화재과 공무직(시설물관리원) 최종합격자 공고,,2019.03.19,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
942,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,수중발굴과 기간제근로자 채용 서류전형 합격자 공고,,2019.03.22,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
943,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자 채용 최종합격자 공고,,2019.03.22,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
944,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자(전시큐레이터) 채용 서류심사 합격자 공고,,2019.03.22,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
945,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,"국립해양문화재연구소 전문임기제공무원(다,라급) 경력경쟁채용 서류전형 합격자 발표 및 면접일정 공고",,2019.03.22,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
946,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 자원봉사자 모집공고,,2019.03.25,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
947,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 단시간근로자(잠수사) 최종합격자 공고,,2019.03.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
948,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,전시홍보과 기간제근로자(전시큐레이터) 채용 최종합격자 공고,,2019.03.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
949,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,국립해양문화재연구소 수중발굴과 공무직(실무수습) 채용 공고,,2019.03.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
950,국립해양문화재연구소,HOME > 소식·참여 > 채용공고,채용공고,수중발굴과 기간제근로자 최종합격자 공고,,2019.03.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
