국립해양문화재연구소 공공저작물 권리확인 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,작성일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
368,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,‘한국·베트남 해양문화유산 공동연구 현황과 과제’를 위한 워크숍 개최(2012-11-15),,2012.11.15,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
369,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 수중유물 발굴조사보고서(2종) 발간(2012-11-21)",,2012.11.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
370,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,2012 임진년에 임진왜란의 기억을 찾았다(2012-11-28),,2012.11.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
371,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,아시아 최대 수중발굴 전용 인양선‘ 누리안호’취항(2012-12-10),,2012.12.10,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
372,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 제5호 발간(2012-12-27)",,2012.12.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
373,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 제22기 바다문화학교 수강생 모집(2013-03-19)",,2013.03.19,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
374,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,다문화가족과 함께하는 바다문화와 자연문화 탐험(2013-03-26),,2013.03.26,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
375,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 진도 오류리 해역 수중발굴조사 시작(2013-04-30)",,2013.04.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
376,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,‘해양문화재와 함께하는 마법의 세계로’ 오세요!(2013-05-02),,2013.05.02,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
377,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,다도해의 섬 신안군 신의도로 해양박물관 찾아간다(2013-05-21),,2013.05.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
378,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 인천 영흥도 해역에서 수중발굴조사 시작(2013-05-30)",,2013.05.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
379,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 국내 최초로 태안 마도 해역 출토 매병(梅甁) 특별전 개최(2013-06-11)",,2013.06.11,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
380,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"해양문화재연구소, 해양문화유산 조사보고서「병풍도(屛風島)」발간(2013-06-26)",,2013.06.26,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
381,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,어린이와 함께하는 생생한 해양문화 체험활동(2013-08-07),,2013.08.07,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
382,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"‘바다와 섬, 소통과 교류 그리고 지속가능성’을 주제로 전국해양문화학자대회 개최된다(2013-08-20)",,2013.08.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
383,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, ‘중세 동아시아의 해양방어시설’ 관련 국제학술대회 개최(2013-09-04)",,2013.09.04,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
384,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,전남 ‘병풍도’의 해양문화유산에 관한 영상다큐멘터리 제작하여 상영한다(2013-09-23),,2013.09.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
385,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 전남무형문화재 작품전 ‘남도의 美, 장인의 魂’ 개최(2013-09-26)",,2013.09.26,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
386,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,한·중 수중문화재 조사 성과 공유를 위한 국제학술대회 개최(2013-10-15),,2013.10.15,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
387,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,충무공의 도시 통영으로 해양박물관이 찾아간다(2013-10-16),,2013.10.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
388,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"진도 수중발굴조사 현장에서 유물 도굴은닉사건 발생, 경찰 수사 중(2013-11-04)",,2013.11.04,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
389,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,항구도시 목포의 오거리를 아시나요!(2013-11-27),,2013.11.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
390,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,서해 수중유물의 보존 및 활용을 위한 교류 협력(2013-12-09),,2013.12.09,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
391,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,고려시대 ‘조운선(漕運船)’의 복원 설계도 완성(2013-12-30),,2013.12.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
392,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 「베트남 전통 선(船)」 조사보고서 발간(2014-01-14)",,2014.01.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
393,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,진도 명량대첩로(오류리) 해역 수중발굴에서 다양한 유물 나왔다(2014-01-23),,2014.01.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
394,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"해양문화재연구소, 수중문화재 발견신고 홍보활동 본격 시동(2014-03-18)",,2014.03.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
395,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"해양문화재연구소, ‘바다문화학교’ 수강생 모집(2014-03-19)",,2014.03.19,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
396,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"해양문화재연구소, 고려시대 조운선(漕運船) ‘마도 1호선’ 복원한다(2014-03-25)",,2014.03.25,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
397,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"해양문화재연구소, 어린이와 함께하는 신 나는 해양문화체험 수강생 모집(2014-05-28)",,2014.05.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
398,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"해양문화재연구소, 태안 마도 해역 수중 발굴조사 개시(2014-05-29)",,2014.05.29,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
399,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,지리산 마을 구례군으로 해양박물관 찾아간다(2014-06-12),,2014.06.12,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
400,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 해양 출수유물 보존처리 지침서 영문판 발간",,2014.07.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
401,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"대나무 소반, 800년 전 원형을 찾다.",,2014.09.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
402,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,인천 '영흥도선' 통일신라 시대 선박으로 확인,,2014.09.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
403,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,‘중세 동아시아의 해상교통과 조세운송체계’ 국제학술대회 개최,,2014.09.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
404,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,선비의 고장 함양군으로 해양박물관 찾아간다.,,2014.09.25,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
405,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,섬과 수군진을 기록으로 남기다,,2014.11.10,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
406,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,수중문화재 보물창고 태안해역에서 고 선박 또 발견,,2014.11.10,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
407,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,해양문화재와 함께하는 바다문화체험 초청,,2014.11.10,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
408,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,‘여서도 해양문화유산조사’ 영상다큐멘터리 시사회 개최,,2014.11.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
409,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,‘신안보물선 새 단장과 서남해 바닷길 특별전’ 개최,,2014.12.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
410,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"바닷속에 고이 잠든 선박, 그 실체를 밝히다",,2015.02.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
411,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 화요 인문학 산책‘제24기 바다문화학교’개설",,2015.04.02,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
412,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"어린이 해양문화유산 전시해설사, 나도 도전해볼까",,2015.04.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
413,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"즐거운 어린이날, 문화유산으로 다 같이 놀자!",,2015.04.29,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
414,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"최초의 조선 시대 선박,‘바닷속 경주’태안에서 발굴되나",,2015.05.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
415,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"해저로봇, 깊은 바다에서 문화재를 캐내다",,2015.05.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
416,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 땅끝 마을 해남군으로 찾아간다",,2015.05.29,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
417,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"국립해양문화재연구소, 청소년 미래의 방향타가 되다.",,2015.06.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
418,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"바닷속 고려 시대 선박, 그 모습을 드러내다",,2015.06.08,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
419,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,“옛 사공의 숨결을 느껴보는 돛단배 체험” 개최,,2015.06.17,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
420,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"갯벌 속 고려 시대 선박, 잠에서 깨어나다",,2015.07.13,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
421,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"격랑의 근대사를 담은 수중문화유산, 고승호(高陞號)를 만나다",,2015.07.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
422,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"‘섬의 시대, 바다의 시대’를 여는 해양 지식인들의 모임",,2015.08.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
423,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"최초의 조선 시대 조운선, 600년 긴 잠에서 깨어나다.",,2015.08.26,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
424,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,"한국의 수중문화재 ‘고려청자’, 일본에 선보이다.",,2015.09.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
425,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,영상으로 기록한 다물도 사람들의 삶과 역사,,2015.09.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
426,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,인문학으로 떠나는 대륙과 해양의 실크로드 여행,,2015.09.15,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
427,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,국제학술대회「동아시아 전통선박의 항해술과 신앙」개최,,2015.10.22,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
428,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,한?중 수중문화재 조사 성과 공유를 위한 국제학술대회 개최,,2015.10.26,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
