국립무형유산원 공공저작물 권리확인 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,작성일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
2852,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2853,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2854,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2855,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2856,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2857,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2858,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2859,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2860,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2861,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2862,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2863,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2864,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2865,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2866,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2867,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,김천흥 관련 잡지 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2868,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,『무용예술』,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2869,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1979년 6회 전국무용연수회 교재 스크랩,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2870,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1956년 <김천흥무용발표회> 대본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2871,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,"1959년 <""김천흥"" 신작무용발표회 처용랑> 대본",,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2872,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1962년 <무용극 콩쥐팥쥐> 극본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2873,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,"1963년 <무용극 흥부와 놀부, 콩쥐팥쥐> 극본",,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2874,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <밀양아리랑 / 개성난봉가> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2875,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적 중 용춤> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2876,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적 중 궁시무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2877,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적 중 검기무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2878,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <선유락의 진행> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2879,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적 선유락> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2880,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적 중 검기무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2881,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적> 극본 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2882,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적> 극본 초고,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2883,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적> 극본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2884,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1969년 <만파식적 무당춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2885,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1970년 <민요무(자진방아타령)> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2886,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1971년 <견우직녀> 무보 초 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2887,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1973년 <만파식적 무용극 중 환희의 춤> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2888,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1973년 <만파식적 중 환희춤> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2889,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1974년 <사선무> 무보 초고,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2890,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1976년 <선유락> 무보 초 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2891,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1979년 <심향춘> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2892,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1979년 <향발무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2893,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1980년 <무애무 일인무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2894,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1980년 <성택무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2895,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1980년대 <경풍도무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2896,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1981년 <봉래의무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2897,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1981년 <수연장무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2898,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1982년 <곡파> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2899,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1982년 <아박무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2900,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1982년 <장생보연지무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2901,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1982년 <영산회상> 극본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2902,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1983년 KBS <상쾌한 아침입니다> 대본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2903,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<제13화 궁중무용 외길 60년> 김천흥옹 일대기 극화 대본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2904,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1985년 <유럽공연 합설 학 처용 연화대무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2905,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1986년 <선유희> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2906,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1988년 <성택무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2907,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1988년 <수명명무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2908,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1988년 <수보록무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2909,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1988년 <하황은무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2910,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1988년 <하성명무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2911,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1988년 <곡파> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2912,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,1990년 <장생보연지무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2913,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<고구려무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2914,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,만파식적 중 법고 가락 관련 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2915,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<법고(당종)무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2916,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<용무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2917,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,만파식적 중 <무당춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2918,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,만파식적 중 <신기의 춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2919,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,만파식적 중 <환희의 춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2920,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<전승무 궁시무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2921,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<금척무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2922,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<무고무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2923,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<무고무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2924,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<무산향> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2925,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<무애무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2926,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<무애무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2927,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<무애무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2928,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<박접무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2929,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<수명명무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2930,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<수명명무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2931,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<심향춘> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2932,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<첩승무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2933,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<첩승무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2934,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<첩승무> 무보 초,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2935,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<학춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2936,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<향발무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2937,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<봉산가면무극대사> 극본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2938,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<무용극 만파식적> 극본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2939,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<가인전목단> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2940,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<가인전목단> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2941,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<바라춤(명바라)> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2942,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,만파식적 중 <선유희> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2943,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<선유락> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2944,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,만파식적 <제1막의 사자춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2945,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,만파식적 <선의 춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2946,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<선녀무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2947,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<음양의 조화 춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2948,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<나비춤> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2949,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<바라춤(명바라)> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2950,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<만파식적 중 강무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2951,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<만파식적 처용무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2952,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<경풍도무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2953,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<경풍도무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2954,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<곡파> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2955,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<사선무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2956,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<선유락> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2957,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<성택무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2958,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<성택무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2959,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<수보록무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2960,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<아박무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2961,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<아박무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2962,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<연백복지무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2963,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<연백복지무> 무보,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2964,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<영지무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2965,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<왕모대가무> 무보 초고 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2966,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<육화대무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2967,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<육화대무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
2968,무형유산 디지털 아카이브,HOME > 소장품 > 소장품 검색,소장품 검색,<육화대무> 무보 복사본,,,,4유형(임의지정),,개방 불가,공공누리 부착 불가,,,,,O,,,저작권에 의한 이용 제한(열람만 가능),
