[국회도서관] 공공저작물 권리확인 요청 목록 (월간 국회도서관),,,,,,,,,,,,,,,,,,,
순번,사이트명,게시물 제목,url,발행년,저자,발행처,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
1503,국회전자도서관,世界는 어데로?,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1196000511,1949,그레유 나 네프 著 ; 石東洙 編譯,三向社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1504,국회전자도서관,韓國은 世界의 잠을 깨웠다,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198026926,1951,마-구릿트·히낀스 著 ; 尹永春 譯,三協文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1505,국회전자도서관,"島山安昌浩, 續篇",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000198,1954,박현환 著,三協文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1506,국회전자도서관,韓國의 農業問題,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008729,1952,알엣쥐 뚜 파스귀어 著 ; 元容奭 譯,三協文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1507,국회전자도서관,韓國의 食糧問題,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008730,1951,元容奭 著,三協文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1508,국회전자도서관,戰亂下의 農業經濟,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008728,1952,元容奭 著,三協文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1509,국회전자도서관,1982年度主要業務計劃,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199404528,1900,商工部,商工部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1510,국회전자도서관,商工生産 綜合計劃,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198005573,1952,商工部,商工部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1511,국회전자도서관,生産 및 復興建設計劃槪要,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003929,1954,商工部 編,商工部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1512,국회전자도서관,全國被害工場調査表 : 檀紀4286年12月末現在,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199808572,1953,商工部工業局,商工部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1513,국회전자도서관,韓國魚譜,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197070931,1954,鄭文基 著,商工部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1514,국회전자도서관,"一般國政監査報告書 : 制憲, 第二, 三代國會",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199500170,1951,商工委員會,商工委員會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1515,국회전자도서관,朝鮮會社表,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198007356,1939,京城商業會議所,商工會議所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1516,국회전자도서관,地質鑛山硏究所槪要. 1,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197031106,1948,商務部地質鑛産硏究所 編,商務部地質鑛産硏究所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1517,국회전자도서관,朝鮮留記略,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199321090,1946,權悳圭 著,尙文館,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1518,국회전자도서관,朝鮮留記. 中卷,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198020870,1926,權悳奎 著,尙文館,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1519,국회전자도서관,羅甸語初步獨修,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197090497,1926,前田越領 著,尙文堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1520,국회전자도서관,海軍法令類纂,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198012141,1899,,商船學校,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1521,국회전자도서관,말 하는 돈,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199321068,1928,姜煥錫,常識普及會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1522,국회전자도서관,(第三十九回)商工資産信用錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198015420,1938,商業興信所 編,商業興信所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1523,국회전자도서관,是儀經敎,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003541,1914,上帝敎大本院,上帝敎大本院,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1524,국회전자도서관,郡勢一班. 1937,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198016342,1937,尙州郡 編,尙州郡,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1525,국회전자도서관,抒情詩集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197160397,1947,皮千得 著,相互出版社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1526,국회전자도서관,臨時政府樹立大綱,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199211804,1947,,새한민보사,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1527,국회전자도서관,臨時政府樹立大網 : 美蘇共委諮問案答申集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003694,1947,새한판프레트,새한민보社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1528,국회전자도서관,統一祖國,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003565,1948,薛義植 著,새한민보社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1529,국회전자도서관,解放以前,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003546,1948,薛義植 著,새한민보社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1530,국회전자도서관,獨立前夜,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003564,1948,薛義植 著,새한민보社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1531,국회전자도서관,禁斷의 自由,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003604,1949,薛義植 著,새한민보社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1532,국회전자도서관,花洞時代,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198015707,1949,薛義植 著,새한민보社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1533,국회전자도서관,朝鮮金融組合を語る,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198006256,1938,"令成政男, 高杉勝吾 共著",生業報國會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1534,국회전자도서관,朝鮮食物槪論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197040100,1945,豊山泰次 著,生活科學社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1535,국회전자도서관,碧蹄館之會戰,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198023624,1915,西岡久夫 著,西岡久夫,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1536,국회전자도서관,公債論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198007209,1948,田中혜積 著,書肆明法堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1537,국회전자도서관,收金管理에 관한 硏究,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305814,1900,姜永福,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1538,국회전자도서관,韓國社會構造와 世代意識,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305865,1900,高永復,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1539,국회전자도서관,韓國의 政黨發展과 政治的 近代化에 關한 硏究,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305819,1900,具範謨,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1540,국회전자도서관,韓國 封建地代의 硏究 : 封建土地國有論과의 關聯에서,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305841,1900,"金元甲, 李元甲",서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1541,국회전자도서관,韓國 地方自治의 歷史的 展開,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305871,1900,盧隆熙,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1542,국회전자도서관,科學 및 數學學力 國際水準 比較,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199314343,1900,서울大學校,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1543,국회전자도서관,바람직한 大學院 (醫學系)敎育制度 및 組織,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199314387,1800,서울대학교 의과대학,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1544,국회전자도서관,Max Weber的 宗敎意識形態와 資本主義의 經濟心意 : 東洋社會에 있어서의 이른바社會學的 基礎缺如論과의 對比에서,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305807,1900,李元甲,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1545,국회전자도서관,經濟學說史. 上,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305804,1900,李元甲,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1546,국회전자도서관,交換 및 貨幣의 一般理論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305824,1900,林元澤,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1547,국회전자도서관,韓國敎育의 民主化過程에 관한 敎育思想史的 硏究,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199305836,1900,韓基彦,서울대학교,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1548,국회전자도서관,碩·博士學位論文題目集 : 1967-1971,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198014850,1900,서울大學校大學院,서울大學校,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1549,국회전자도서관,司法制度硏究,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008663,1900,서울大學校司法大學院 編,서울大學校司法大學院,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1550,국회전자도서관,(우리나라 初有의)模擬國會議事錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199321011,1950,模擬國會準備委員會,서울문화사,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1551,국회전자도서관,百萬人의 敎養 : 世界偉人美談逸話選集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197010201,1953,朴炳奎 編,서울文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1552,국회전자도서관,百萬人의 敎養 : 世界偉人美談逸話選集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197010201,1953,朴炳奎 編,서울文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1553,국회전자도서관,學術,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003563,1946,白南雲 等著,서울신문社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1554,국회전자도서관,樹州隨想錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197150581,1954,卞榮魯 著,서울신문社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1555,국회전자도서관,濟州島方言集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197060687,1947,石宙明 著,서울신문社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1556,국회전자도서관,濟州道文獻集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197100040,1949,石宙明 著,서울신문社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1557,국회전자도서관,不死鳥,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197012282,1953,沈 熏 著,서울신문社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1558,국회전자도서관,朝鮮文法硏究,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199321080,1947,洪起文 著,서울신문社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1559,국회전자도서관,酩酊四十年 : 無類失態記,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197051308,1953,卞榮魯 著,서울新聞社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1560,국회전자도서관,濟州島의 生命 調査書 : 濟州島人口論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000559,1949,石宙明 著,서울新聞社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1561,국회전자도서관,解剖된 黑幕 : 南勞黨員이 본 北韓,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000815,1953,趙石虎 著,서울新聞社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1562,국회전자도서관,"正音發達史. 上, 下",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197010552,1947,洪起文 著,서울신문사出版局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1563,국회전자도서관,朝鮮美術史硏究 : 民族美術에 對한 斷想,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197071538,1948,尹喜淳 著,서울신문社出版局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1564,국회전자도서관,國家保安法實務提要,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198007082,1949,吳制道 著,서울地方檢察廳,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1565,국회전자도서관,國會푸락치事件判決,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198007080,1950,서울地方法院 刑事部 編,서울地方法院刑事部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1566,국회전자도서관,計劃經濟論,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198006010,1949,베 옷신스키 著 ; 金世鍊 譯,서울출판사,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1567,국회전자도서관,나는 共産黨員이었다,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000807,1952,프리오 아스까니오 저 ; 金夕影 譯,서울出版社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1568,국회전자도서관,나는 共産黨員이었다,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000807,1952,프리오 아스까니오 저 ; 金夕影 譯,서울出版社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1569,국회전자도서관,中國의 運命,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000279,1946,蔣介石 著 ; 宋志英 譯,서울타임스社 出版局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1570,국회전자도서관,"大韓敎育年鑑. 1953, 1955, 1956",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198012170,1954,서울特別市敎育會 編,서울特別市敎育會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1571,국회전자도서관,"서울史料叢書. 第2, 漢京識略",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198018916,1952,서울特別市史編纂委員會 編,서울特別市史編纂委員會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1572,국회전자도서관,郡勢一班. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198016322,1931,舒川郡 編,舒川郡,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1573,국회전자도서관,郡勢一班. 1932,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198016325,1932,舒川郡 編,舒川郡,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1574,국회전자도서관,朝鮮名賢肖像畵寫眞帖,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1196000272,1926,西村友雄 편,西村活版所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1575,국회전자도서관,韓鮮各賢肖像畵寫眞帖,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003724,1926,西村友雄 編,西村活版所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1576,국회전자도서관,부인의 범,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197060240,1908,李德懋 著 ; 李豊鎬 譯,石文館,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1577,국회전자도서관,雪峰山釋王寺案內記,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198018921,1929,釋王寺 編,釋王寺,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1578,국회전자도서관,參議院議員選擧法案,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199304444,1900,選擧法審議委員會,選擧法審議委員會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1579,국회전자도서관,水産統計 : 昭和十六年,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197140020,1942,咸鏡南道 編,鮮光印刷,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1580,국회전자도서관,사슴 : 詩集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197091749,1936,白 石 저,鮮光印刷社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1581,국회전자도서관,朝鮮の農業. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203800,1938,朝鮮總督府農林局 編,鮮光印刷株式會社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1582,국회전자도서관,朝鮮の農業. 1937,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203801,1939,朝鮮總督府農林局 編,鮮光印刷株式會社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1583,국회전자도서관,朝鮮の農業. 1940,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203802,1940,朝鮮總督府農林局 編,鮮光印刷株式會社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
