[국회도서관] 공공저작물 권리확인 요청 목록 (월간 국회도서관),,,,,,,,,,,,,,,,,,,
순번,사이트명,게시물 제목,url,발행년,저자,발행처,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
996,국회전자도서관,國有財産增減總計算書,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198015235,1954,大韓民國政府,大韓民國政府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
997,국회전자도서관,國有財産現在額總計算書,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198028923,1954,大韓民國政府 著,大韓民國政府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
998,국회전자도서관,改憲案과 制度에 대한 綜合批判,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1196001218,1952,大韓民國政府公報處 ［편］,대한민국정부공보처,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
999,국회전자도서관,韓國政·戰日誌,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198020797,1952,,大韓民國政府公報處,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1000,국회전자도서관,韓國政·戰日誌,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199905544,1948,한국 공보처,大韓民國政府公報處,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1001,국회전자도서관,大韓商工會議所三年史,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198028928,1949,大韓商工會議所 編,大韓商工會議所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1002,국회전자도서관,石炭販賣價格算出說明書,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198005749,1900,대한석탄공사,대한석탄공사,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1003,국회전자도서관,炭鑛施設 復舊 及 企業工事 實行計劃書. 1951,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198009265,1951,大韓石炭公社,大韓石炭公社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1004,국회전자도서관,유蒙千字. 卷之一,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003710,1903,J. S. Gale 著 ; 李昌稙 譯,大韓聖敎書會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1005,국회전자도서관,水聯通報. 1,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197020843,1952,金淳松 編,大韓水利組合聯合會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1006,국회전자도서관,水聯通報. 1,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197020843,1952,金淳松 編,大韓水利組合聯合會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1007,국회전자도서관,李承晩大統領 全世界에 웨친다,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199413518,1952,金珖燮 編,大韓新聞社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1008,국회전자도서관,大韓年鑑. 1953,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199409569,1953,,大韓年鑑社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1009,국회전자도서관,大韓年鑑. 1952,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199409562,1952,大韓年鑑社 [編],大韓年鑑社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1010,국회전자도서관,(高等)算學新編,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003743,1908,Alex A. Pieters 著 ; 신해영 譯,대한예수교서회,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1011,국회전자도서관,三八以北의 實況과 우리民族의 覺悟,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000475,1946,劉徹 著,大韓日報社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1012,국회전자도서관,三八以北의 實況과 우리民族의 覺悟,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000476,1948,劉徹 著,大韓日報社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1013,국회전자도서관,財政法 및 同施行令의 解說과 硏究,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198004986,1953,金洪基 著,大韓財務協會出版部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1014,국회전자도서관,조립식 건축생산연구 : 공업화 건축의 경제성 검토,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197020912,1900,대한주택공사주택연구소 편,대한주택공사주택연구소,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1015,국회전자도서관,雲上十萬里 : 世界一週紀行,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008720,1953,韓熙錫 著,大韓地方行政協會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1016,국회전자도서관,會議規例,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003555,1949,大韓靑年團總本部 企劃局議事部,大韓靑年團總本部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1017,국회전자도서관,靑年의 指導理念,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198002471,1950,李炫洙 著,大韓靑年團總本部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1018,국회전자도서관,司法警察搜査提要 : 敎養篇,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008819,1953,姜瑞龍 著 ; 張載甲 監修,大韓出版文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1019,국회전자도서관,司法警察搜査提要 : 實務篇,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008818,1953,姜瑞龍 著 ; 張載甲 監修,大韓出版文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1020,국회전자도서관,"(現行)法令總集. 上,下",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198015425,1953,大韓法政協會 編,大韓出版文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1021,국회전자도서관,新刑法,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198006795,1953,徐壹敎 編,大韓出版文化社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1022,국회전자도서관,測務指南,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197070836,1908,李錫馹 著,大韓測量組合所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1023,국회전자도서관,"國民必携, 全",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008653,1909,柳 瑾 著,大韓皇成廣德書館,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1024,국회전자도서관,乙支文德,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003591,1908,申采浩 著,大韓皇城廣學書포,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1025,국회전자도서관,商業經營法,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003774,1909,安國善 著,大韓皇城廣學書포,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1026,국회전자도서관,"東言攷略, 全",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197050485,1908,鄭 喬 編,大韓皇城鍾路古今書海館,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1027,국회전자도서관,獨逸の經濟的及び財政的狀態,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198004920,1924,朝鮮總督府,大海堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1028,국회전자도서관,朝鮮ニ於ケル畜牛使役用語,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198025308,1922,朝鮮總督府 勸業事業場 編,大海堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1029,국회전자도서관,朝鮮の犯罪と環境,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198012590,1928,朝鮮總督府 編,大海堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1030,국회전자도서관,"林野統計. 1936, 1940-1941",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197090874,1936,朝鮮總督府 編,大海堂,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1031,국회전자도서관,朝鮮の農業. 1934,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203799,1936,朝鮮總督府農林局 編,大海堂印刷株式會社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1032,국회전자도서관,朝鮮の農業. 1928,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203790,1930,朝鮮總督府殖産局 編,大海堂印刷株式會社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1033,국회전자도서관,朝鮮の農業. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203795,1932,朝鮮總督府殖産局 編,大海堂印刷株式會社,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1034,국회전자도서관,(京城府立圖書館)圖書目錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197030044,1934,京城府立圖書館 編,大和商會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1035,국회전자도서관,朝鮮民事令 : 朝鮮刑事令,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003619,1871,朝鮮總督府,大和商會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1036,국회전자도서관,(袖珍)朝鮮司法警察法規集. 1920,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198015655,1920,藤沼武男 著,大和商會印刷所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1037,국회전자도서관,扶餘古今詩歌集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197150300,1926,石鎭衡 著,大和商會印刷所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1038,국회전자도서관,朝鮮の農業. 1924,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203787,1926,朝鮮總督府殖産局 編,大和商會印刷所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1039,국회전자도서관,朝鮮の農業. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199203796,1933,朝鮮總督府殖産局 編,大和商會印刷所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
1040,국회전자도서관,白花,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197130596,1954,金駿煥 著,德光書林,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1041,국회전자도서관,(學制頒布五十年記念)圖書館沿革誌 : 德島縣,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197050042,1922,德島縣立光慶圖書館 編,德島縣立光慶圖書館,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1042,국회전자도서관,(팻숀디자인)패턴제작의 원리,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197080976,1900,"Ernestine Kopp, Vittorina Rolfo,Beatrice Zelin 共著 ;정혜영 譯",덕성여자대학 출판부,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
1043,국회전자도서관,"(註解附音)尺牘大鑑 : 上, 下 合編",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199321235,1900,金東縉 著,德興書林,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1044,국회전자도서관,國史槪說,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1199303980,1954,서울大學國史硏究會 編,德興書林,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1045,국회전자도서관,壬午軍亂과 甲申政變,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198026980,1927,張道斌 著,德興書林,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1046,국회전자도서관,半萬年 朝鮮歷史,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198020576,1936,玄白堂 著,德興書林,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1047,국회전자도서관,韓國財務經過報告. 第3回,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198024956,1910,度支部 著,度支部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
1048,국회전자도서관,李承晩大統領 獨立路線의 勝利,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198000170,1949,梁又正 著,獨立精神普及會,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
