Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,O,O.1,O.2,O.3,O.4,O.5,Unnamed: 21,Unnamed: 22,Unnamed: 23
,대구광역시 수성구청 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,,,
,순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,첨부파일,등록일,작성자,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고,
,66,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,자동차관리사업변경등록신청,,hwp ,2017.07.24,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,67,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,자동차관리사업(휴업.페업)신고,,hwp ,2020.12.02,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,68,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,자동차관리사업양도.양수합병 신고,,hwp ,2021.02.19,교통과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,69,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,소독업신고,,hwp ,2023.01.03,감염병관리과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,70,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,소독업신고사항변경신청,,hwp ,2023.03.23,감염병관리과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,71,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,의료기관개설허가및허가사항변경허가<복합>,,hwp ,2023.03.24,보건행정과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,72,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,양도양수계약서,,hwp ,2023.04.19,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,73,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,상속 및 상속포기서,,hwp ,2021.03.26,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,74,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,건강기능식품 영업 신고서,,hwp ,2023.04.19,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,75,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,건강기능식품 영업신고증 재발급신청서,,hwp ,2023.04.19,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,76,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,건강기능식품 영업신고사항 변경신고서,,hwp ,2023.04.19,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
