Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,53,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 큰개자리와 오리온자리,"안성 만정리,.
Canon EOS 100D
Tokina 12-24mm f/4 (18mm)
2021/02/22 23:49 ~ 02/23 00:39

ㅡ 큰개자리와 오리온자리(겨울철 별자리들)의 하강",2021-02-27 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,54,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 보름달(월령 15.7),"천문과학관 주관측실
TMB 252mm ED f/9 굴절망원경(f=2,250mm)
Paramount ME II 적도의

Canon EOS 6D
ISO 400, 1/2500S
2021/02/27 21:54

ㅡ 정월대보름은 어제(2/26)였지만, 오늘 달이 진짜 보름달입니다.",2021-02-28 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,55,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 안성맞춤아트홀,"안성맞춤아트홀
Canon EOS 800D
Tokina 12-24mm f/4 (15mm)
2021/02/28 03:12~04:55",2021-03-04 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,56,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 달,"천문과학관 (주관측실)

달(월령11.1)

Canon EOS 6D
TMB 252mm f/9 ED 굴절망원경(f=2,250mm)
Paramount ME II 적도의
2021/03/24  21:05",2021-03-24 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,57,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 달과 화성의 접근(천문현상),"보조관측실
William Optics FLT-120 (지름 12cm 굴절망원경)
Takahashi EM-200 적도의

Canon EOS 6D 카메라
ISO 1600, 1/100S
2021/04/17 23:07

ㅡ 달과 화성이 근접한 모습 (달 위의 별이 '화성'입니다)",2021-04-18 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,58,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 태양 흑점,"태양 흑점 관측

천문과학관 (주관측실)

Canon EOS 6D
TMB 252mm f/9 ED 굴절망원경(f=2,250mm)
Paramount ME II 적도의
2021/04/21  14:20",2021-04-29 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,59,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 안성 혜산정의 별하늘,"안성 혜산정 (박두진문학길)
Canon EOS 100D
Tokina 11-16mm f/2.8 (11mm)
2021/05/02 23:37~ 05/03 00:21",2021-05-07 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,60,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 저수지에 비친 별빛..,"안성 산정리
Canon EOS 800D
Samyang Polar 8mm f/3.5 fish-eye
2021/05/06 00:59 ~ 01:24",2021-05-25 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,61,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 달(월령 9.0),"천문과학관 주관측실
TMB 252mm f/9 ED 굴절망원경(f=2,250mm)
Paramount ME II 적도의

Canon EOS 6D
ISO 800, 1/500S
2021/06/19 22:44

ㅡ 음력 10일(월령 9.0) 달",2021-06-23 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,62,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 태양 흑점,"천문과학관 주관측실
TMB 252mm ED f/9 굴절망원경(f=2,250mm)
Paramount ME II 적도의

Canon EOS 6D
ISO 400, 1/1600S
2021/07/02 16:31

ㅡ 간만에 보는, 꽤 큰 태양 흑점입니다.",2021-07-03 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
