한국교육개발원 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리,자료명,저자,발행년,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
6694,사이버교과서박물관,저작자별,메밀꽃 필 무렵,작문,,0,0,1,미부착,제1유형,저작권 만료,
6695,사이버교과서박물관,저작자별,청포도의 사상,작문,,0,0,1,미부착,제1유형,저작권 만료,
6696,사이버교과서박물관,저작자별,낙엽을 태우면서,중학 작문 1,,0,0,1,미부착,제1유형,저작권 만료,
6697,사이버교과서박물관,저작자별,재일 동포 학생 야구단을 맞이하여,작문,,0,0,1,미부착,제1유형,저작권 만료,
6698,사이버교과서박물관,저작자별,석류,작문,,0,0,1,미부착,제1유형,저작권 만료,
6699,사이버교과서박물관,저작자별,산,작문,,0,0,1,미부착,제1유형,저작권 만료,
6700,사이버교과서박물관,저작자별,皇帝,작문 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
6701,사이버교과서박물관,저작자별,산,작문 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
6702,사이버교과서박물관,저작자별,산,작문 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
6703,사이버교과서박물관,저작자별,청포도의 사상,작문 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
6704,사이버교과서박물관,저작자별,산,작문 : 고등학교 교사용 지도서,,0,0,1,미부착,제1유형,저작권 만료,
6705,사이버교과서박물관,저작자별,낙엽을 태우면서,국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6706,사이버교과서박물관,저작자별,낙엽을 태우면서,국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6707,사이버교과서박물관,저작자별,메밀꽃 필 무렵,작문,,0,0,1,미부착,제1유형,저작권 만료,
6708,사이버교과서박물관,저작자별,메밀꽃 필 무렵,중학 작문,,0,0,1,미부착,제1유형,저작권 만료,
6709,사이버교과서박물관,저작자별,청포도의 사상,(표준)고등글본,,0,0,1,미부착,제1유형,저작권 만료,
6710,사이버교과서박물관,저작자별,낙엽,고등 문장교본,,0,0,1,미부착,제1유형,저작권 만료,
6711,사이버교과서박물관,저작자별,사냥,고등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6712,사이버교과서박물관,저작자별,사냥,중학 국어,,0,0,1,미부착,제1유형,저작권 만료,
6713,사이버교과서박물관,저작자별,사냥,표준 작문,,0,0,1,미부착,제1유형,저작권 만료,
6714,사이버교과서박물관,저작자별,메밀꽃 필 무렵,표준 작문,,0,0,1,미부착,제1유형,저작권 만료,
6715,사이버교과서박물관,저작자별,들,표준 작문,,0,0,1,미부착,제1유형,저작권 만료,
6716,사이버교과서박물관,저작자별,모밀꽃 필 무렵,작문,,0,0,1,미부착,제1유형,저작권 만료,
6717,사이버교과서박물관,저작자별,산,최신 작문,,0,0,1,미부착,제1유형,저작권 만료,
6718,사이버교과서박물관,저작자별,메밀꽃 필 무렵,최신 작문,,0,0,1,미부착,제1유형,저작권 만료,
6719,사이버교과서박물관,저작자별,웃음의 변,모범 작문,,0,0,1,미부착,제1유형,저작권 만료,
6720,사이버교과서박물관,저작자별,산,모범 작문,,0,0,1,미부착,제1유형,저작권 만료,
6721,사이버교과서박물관,저작자별,수탉,모범 작문,,0,0,1,미부착,제1유형,저작권 만료,
6722,사이버교과서박물관,저작자별,낙엽을 태우면서,국어,,0,0,1,미부착,제1유형,저작권 만료,
6723,사이버교과서박물관,저작자별,들 ,중학 국어문법,,0,0,1,미부착,제1유형,저작권 만료,
6724,사이버교과서박물관,저작자별,메밀꽃 필 무렵,중학 국어문법,,0,0,1,미부착,제1유형,저작권 만료,
6725,사이버교과서박물관,저작자별,수탉,표준 중학문법,,0,0,1,미부착,제1유형,저작권 만료,
6726,사이버교과서박물관,저작자별,가을,새로운 중등문법,,0,0,1,미부착,제1유형,저작권 만료,
6727,사이버교과서박물관,저작자별,가을 ,새로운 중등문법,,0,0,1,미부착,제1유형,저작권 만료,
6728,사이버교과서박물관,저작자별,메밀꽃 필 무렵,중학 작문,,0,0,1,미부착,제1유형,저작권 만료,
6729,사이버교과서박물관,저작자별,녹음의 향기,새로운 중학작문,,0,0,1,미부착,제1유형,저작권 만료,
6730,사이버교과서박물관,저작자별,들,새로운 중학작문,,0,0,1,미부착,제1유형,저작권 만료,
6731,사이버교과서박물관,저작자별,독서,중학 작문,,0,0,1,미부착,제1유형,저작권 만료,
6732,사이버교과서박물관,저작자별,그때 그 항구의 밤,중학 작문,,0,0,1,미부착,제1유형,저작권 만료,
6733,사이버교과서박물관,저작자별,주을의 지협,중학 작문,,0,0,1,미부착,제1유형,저작권 만료,
6734,사이버교과서박물관,저작자별,당나귀,중등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6735,사이버교과서박물관,저작자별,가을,중등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6736,사이버교과서박물관,저작자별,석류,중등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6737,사이버교과서박물관,저작자별,들,중등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6738,사이버교과서박물관,저작자별,돼지,모범 중학작문,,0,0,1,미부착,제1유형,저작권 만료,
6739,사이버교과서박물관,저작자별,독백,모범 중학작문,,0,0,1,미부착,제1유형,저작권 만료,
6740,사이버교과서박물관,저작자별,「미의 변」에서,새중학 작문,,0,0,1,미부착,제1유형,저작권 만료,
6741,사이버교과서박물관,저작자별,「낙엽을 태우면서」에서,새중학 작문,,0,0,1,미부착,제1유형,저작권 만료,
6742,사이버교과서박물관,저작자별,독서,중학작문,,0,0,1,미부착,제1유형,저작권 만료,
6743,사이버교과서박물관,저작자별,그때 그 항구의 밤,중학작문,,0,0,1,미부착,제1유형,저작권 만료,
6744,사이버교과서박물관,저작자별,주을의 지협,중학작문,,0,0,1,미부착,제1유형,저작권 만료,
6745,사이버교과서박물관,저작자별,미의 변,새 중등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6746,사이버교과서박물관,저작자별,낙엽을 태우면서,새 중등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6747,사이버교과서박물관,저작자별,시골,새 생활 작문,,0,0,1,미부착,제1유형,저작권 만료,
6748,사이버교과서박물관,저작자별,낯선 청년,표준 작문,,0,0,1,미부착,제1유형,저작권 만료,
6749,사이버교과서박물관,저작자별,청포도의 사상,생활 작문,,0,0,1,미부착,제1유형,저작권 만료,
6750,사이버교과서박물관,저작자별,들,새로운 중학작문,,0,0,1,미부착,제1유형,저작권 만료,
6751,사이버교과서박물관,저작자별,메밀꽃 필 무렵,현대 문학,,0,0,1,미부착,제1유형,저작권 만료,
6752,사이버교과서박물관,저작자별,낙엽을 태우면서,중학 작문 1,,0,0,1,미부착,제1유형,저작권 만료,
6753,사이버교과서박물관,저작자별,낙엽을 태우면서,국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6754,사이버교과서박물관,저작자별,낙엽을 태우면서,국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6755,사이버교과서박물관,저작자별,미의 변,고등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6756,사이버교과서박물관,저작자별,낙엽을 태우면서,중학 국어 2-Ⅱ ,,0,0,1,미부착,제1유형,저작권 만료,
6757,사이버교과서박물관,저작자별,산,중학 국어 2-Ⅱ ,,0,0,1,미부착,제1유형,저작권 만료,
6758,사이버교과서박물관,저작자별,낙엽을 태우면서,중학 국어 2-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
6759,사이버교과서박물관,저작자별,산,중학 국어 2-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
6760,사이버교과서박물관,저작자별,개울,모범 중등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6761,사이버교과서박물관,저작자별,사 온일,중등 국어 2,,0,0,1,미부착,제1유형,저작권 만료,
6762,사이버교과서박물관,저작자별,낙엽,고등 문장교본,,0,0,1,미부착,제1유형,저작권 만료,
6763,사이버교과서박물관,저작자별,사냥,고등 작문,,0,0,1,미부착,제1유형,저작권 만료,
6764,사이버교과서박물관,저작자별,화초,고등 국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6765,사이버교과서박물관,저작자별,청포도의 사상,고등 국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6766,사이버교과서박물관,저작자별,낙엽을 태우면서,고등 국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6767,사이버교과서박물관,저작자별,낙엽을 태우면서,현대 중등 작문 1,,0,0,1,미부착,제1유형,저작권 만료,
6768,사이버교과서박물관,저작자별,산 정기,중등 국어 5,,0,0,1,미부착,제1유형,저작권 만료,
6769,사이버교과서박물관,저작자별,사온일,중등 국어 II,,0,0,1,미부착,제1유형,저작권 만료,
6770,사이버교과서박물관,저작자별,낙엽을 태우면서,중등 국어,,0,0,1,미부착,제1유형,저작권 만료,
6771,사이버교과서박물관,저작자별,산,중등 국어 2,,0,0,1,미부착,제1유형,저작권 만료,
6772,사이버교과서박물관,저작자별,화초,고등 국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6773,사이버교과서박물관,저작자별,청포도의 사상思想 ,고등 국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6774,사이버교과서박물관,저작자별,산,중등 국어 1-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
6775,사이버교과서박물관,저작자별,낙엽落葉 을 태우면서,중등 국어 1-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
6776,사이버교과서박물관,저작자별,산,중등 국어 1-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
6777,사이버교과서박물관,저작자별,낙엽落葉 을 태우면서,중등 국어 1-Ⅱ,,0,0,1,미부착,제1유형,저작권 만료,
6778,사이버교과서박물관,저작자별,낙엽,중등 국어 3,,0,0,1,미부착,제1유형,저작권 만료,
6779,사이버교과서박물관,저작자별,산,국어 2,,0,0,1,미부착,제1유형,저작권 만료,
6780,사이버교과서박물관,저작자별,사온일,중등 국어교본 ,,0,0,1,미부착,제1유형,저작권 만료,
6781,사이버교과서박물관,저작자별,사온일,중등 국어교본 3학년 일학기 소용,,0,0,1,미부착,제1유형,저작권 만료,
6782,사이버교과서박물관,저작자별,사온일,중등 국어교본 중,,0,0,1,미부착,제1유형,저작권 만료,
6783,사이버교과서박물관,저작자별,山,작문,,0,0,1,미부착,제1유형,저작권 만료,
6784,사이버교과서박물관,저작자별,山,작문,,0,0,1,미부착,제1유형,저작권 만료,
6785,사이버교과서박물관,저작자별,낙엽을 태우면서,국어Ⅰ,,0,0,1,미부착,제1유형,저작권 만료,
6786,사이버교과서박물관,저작자별,산거 일기,표준 고등글본,,0,0,1,미부착,제1유형,저작권 만료,
6787,사이버교과서박물관,저작자별,들,표준문예독본,,0,0,1,미부착,제1유형,저작권 만료,
6788,사이버교과서박물관,저작자별,메밀꽃 필 무렵,"문학, 상: 고등학교",,0,0,1,미부착,제1유형,저작권 만료,
6789,사이버교과서박물관,저작자별,메밀꽃 필 무렵,문학 (상): 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6790,사이버교과서박물관,저작자별,메밀꽃 필 무렵,문학 (상): 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6791,사이버교과서박물관,저작자별,메밀꽃 필무렵,문학 (상): 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6792,사이버교과서박물관,저작자별,메밀꽃 필 무렵,문학 (상): 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6793,사이버교과서박물관,저작자별,메밀꽃 필 무렵,"문학, 하: 고등학교",,0,0,1,미부착,제1유형,저작권 만료,
6794,사이버교과서박물관,저작자별,메밀꽃 필 무렵,"문학, 하: 고등학교",,0,0,1,미부착,제1유형,저작권 만료,
6795,사이버교과서박물관,저작자별,메밀꽃 필 무렵,문학 (상): 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6796,사이버교과서박물관,저작자별,메밀꽃 필 무렵,국어 (상): 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6797,사이버교과서박물관,저작자별,메밀꽃 필 무렵,작문: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6798,사이버교과서박물관,저작자별,모밀꽃 필무렵,문학: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6799,사이버교과서박물관,저작자별,메밀꽃 필무렵,문학: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6800,사이버교과서박물관,저작자별,모밀꽃 필 무렵,문학: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6801,사이버교과서박물관,저작자별,메밀꽃 필 무렵,문학: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6802,사이버교과서박물관,저작자별,화초(花草),현대문학: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6803,사이버교과서박물관,저작자별,낙엽을 태우면서,국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6804,사이버교과서박물관,저작자별,사냥,중학 국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6805,사이버교과서박물관,저작자별,놀라운 은혜(Amazing Grace),음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6806,사이버교과서박물관,저작자별,한 떨기 장미 꽃(The Last Rose of Summer),음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6807,사이버교과서박물관,저작자별,Green Sleeves,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6808,사이버교과서박물관,저작자별,삼인문년도,역사부도: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6809,사이버교과서박물관,저작자별,회취도,미술 1: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6810,사이버교과서박물관,저작자별,기명절지,미술 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6811,사이버교과서박물관,저작자별,세마 ,漢文 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6812,사이버교과서박물관,저작자별,쌍치도,漢文 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6813,사이버교과서박물관,저작자별,호취도,미술: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6814,사이버교과서박물관,저작자별,고사 세동도,漢文 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6815,사이버교과서박물관,저작자별,호취도,미술 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6816,사이버교과서박물관,저작자별,호취도,국어 1,,0,0,1,미부착,제1유형,저작권 만료,
6817,사이버교과서박물관,저작자별,호취,중학교 미술 2,,0,0,1,미부착,제1유형,저작권 만료,
6818,사이버교과서박물관,저작자별,호취,중학교 미술 2,,0,0,1,미부착,제1유형,저작권 만료,
6819,사이버교과서박물관,저작자별,국화,중학교 미술 3,,0,0,1,미부착,제1유형,저작권 만료,
6820,사이버교과서박물관,저작자별,국화,중학교 미술 3,,0,0,1,미부착,제1유형,저작권 만료,
6821,사이버교과서박물관,저작자별,호취도,미술,,0,0,1,미부착,제1유형,저작권 만료,
6822,사이버교과서박물관,저작자별,호취도,미술,,0,0,1,미부착,제1유형,저작권 만료,
6823,사이버교과서박물관,저작자별,호취도(豪鷲圖),미술,,0,0,1,미부착,제1유형,저작권 만료,
6824,사이버교과서박물관,저작자별,기명절지,새로운 사회,,0,0,1,미부착,제1유형,저작권 만료,
6825,사이버교과서박물관,저작자별,수탉,漢文 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6826,사이버교과서박물관,저작자별,魚蟹,漢文 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6827,사이버교과서박물관,저작자별,수탉,漢文 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6828,사이버교과서박물관,저작자별,魚蟹,漢文 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6829,사이버교과서박물관,저작자별,豪鷲圖,漢文 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6830,사이버교과서박물관,저작자별,高士洗桐圖,漢文 3: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6831,사이버교과서박물관,저작자별,翎毛(對聯),세계지리,,0,0,1,미부착,제1유형,저작권 만료,
6832,사이버교과서박물관,저작자별,호취도(豪鷲圖),漢文 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6833,사이버교과서박물관,저작자별,호취,미술 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6834,사이버교과서박물관,저작자별,해항(海港)일기,작문: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6835,사이버교과서박물관,저작자별,시일야 방성대곡,작문: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6836,사이버교과서박물관,저작자별,시일야방성대곡(是日也放聲大哭),독서: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6837,사이버교과서박물관,저작자별,해항(海港)일기,작문: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6838,사이버교과서박물관,저작자별,물레 타령,음악 1: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6839,사이버교과서박물관,저작자별,농부가 ,음악 1: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6840,사이버교과서박물관,저작자별,자진강강술래,음악 1: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6841,사이버교과서박물관,저작자별,강강술래,음악 3: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6842,사이버교과서박물관,저작자별,진도 아리랑,음악 3: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6843,사이버교과서박물관,저작자별,농부가,음악 2: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6844,사이버교과서박물관,저작자별,까투리 타령,음악 3: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6845,사이버교과서박물관,저작자별,새타령,음악 3: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6846,사이버교과서박물관,저작자별,진도 아리랑,음악 3: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6847,사이버교과서박물관,저작자별,물레 타령,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6848,사이버교과서박물관,저작자별,농부가,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6849,사이버교과서박물관,저작자별,자진강강술래,음악 I: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6850,사이버교과서박물관,저작자별,까투리 타령,음악 1: 중학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6851,사이버교과서박물관,저작자별,강강 술래,음악 1: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6852,사이버교과서박물관,저작자별,진도 아리랑,음악: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6853,사이버교과서박물관,저작자별,강강수월래,음악 2: 중학교,,0,0,1,미부착,제1유형,저작권 만료,
6854,사이버교과서박물관,저작자별,농부가,음악,,0,0,1,미부착,제1유형,저작권 만료,
6855,사이버교과서박물관,저작자별,진도 아리랑,음악,,0,0,1,미부착,제1유형,저작권 만료,
6856,사이버교과서박물관,저작자별,거문도 뱃노래,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
6857,사이버교과서박물관,저작자별,진도 아리랑,음악 2,,0,0,1,미부착,제1유형,저작권 만료,
6858,사이버교과서박물관,저작자별,널뛰기,즐거운 생활 2-2: 초등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6859,사이버교과서박물관,저작자별,두꺼비 집이 여물까,즐거운 생활 2-2: 초등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6860,사이버교과서박물관,저작자별,앞니 빠진 중강새,즐거운 생활 1-2: 초등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6861,사이버교과서박물관,저작자별,이 박 저 박,즐거운 생활 1-2: 초등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6862,사이버교과서박물관,저작자별,둥개 둥개 둥개야,즐거운 생활 1-2: 초등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6863,사이버교과서박물관,저작자별,두꺼비,즐거운 생활 1-2: 초등학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6864,사이버교과서박물관,저작자별,들강 달강,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
6865,사이버교과서박물관,저작자별,떡 노래,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
6866,사이버교과서박물관,저작자별,청어 엮자,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
6867,사이버교과서박물관,저작자별,고사리 끊자,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
6868,사이버교과서박물관,저작자별,들강 달강,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
6869,사이버교과서박물관,저작자별,떡 노래,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
6870,사이버교과서박물관,저작자별,청어 엮자,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
6871,사이버교과서박물관,저작자별,고사리 끊자,음악 5,,0,0,1,미부착,제1유형,저작권 만료,
6872,사이버교과서박물관,저작자별,자장가,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
6873,사이버교과서박물관,저작자별,실구대 소리,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
6874,사이버교과서박물관,저작자별,실구대 소리,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
6875,사이버교과서박물관,저작자별,앞니 빠진 중강새,유치원 교육 활동 지도 자료 5: 건강한 몸과 마음,,0,0,1,미부착,제1유형,저작권 만료,
6876,사이버교과서박물관,저작자별,달아 달아 밝은 달아,즐거운 생활 1-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6877,사이버교과서박물관,저작자별,줄넘기,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6878,사이버교과서박물관,저작자별,두꺼비,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6879,사이버교과서박물관,저작자별,개구리,즐거운 생활 1-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6880,사이버교과서박물관,저작자별,달아 달아 밝은 달아,즐거운 생활 1-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6881,사이버교과서박물관,저작자별,남생아 놀아라,즐거운 생활 1-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6882,사이버교과서박물관,저작자별,두꺼비,유치원 교사를 위한 유아교육지도 자료집 제1권,,0,0,1,미부착,제1유형,저작권 만료,
6883,사이버교과서박물관,저작자별,고사리 끊자,음악 6,,0,0,1,미부착,제1유형,저작권 만료,
6884,사이버교과서박물관,저작자별,가을 밤,음악 3: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6885,사이버교과서박물관,저작자별,새야 새야,음악 3: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6886,사이버교과서박물관,저작자별,달아 달아 밝은 달아,즐거운 생활 1-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6887,사이버교과서박물관,저작자별,개구리,즐거운 생활 1-1,,0,0,1,미부착,제1유형,저작권 만료,
6888,사이버교과서박물관,저작자별,달아 달아 밝은 달아,즐거운 생활 1-1,,0,0,1,미부착,제1유형,저작권 만료,
6889,사이버교과서박물관,저작자별,남생아 놀아라,즐거운 생활 1-1,,0,0,1,미부착,제1유형,저작권 만료,
6890,사이버교과서박물관,저작자별,외따기,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
6891,사이버교과서박물관,저작자별,나물 노래,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
6892,사이버교과서박물관,저작자별,외따기,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
6893,사이버교과서박물관,저작자별,나물 노래,음악 4,,0,0,1,미부착,제1유형,저작권 만료,
6894,사이버교과서박물관,저작자별,새야 새야,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
6895,사이버교과서박물관,저작자별,새야 새야,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
6896,사이버교과서박물관,저작자별,널뛰기,즐거운 생활 2-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6897,사이버교과서박물관,저작자별,두꺼비 집이 여물까,즐거운 생활 2-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6898,사이버교과서박물관,저작자별,앞니 빠진 중강새,즐거운 생활 1-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6899,사이버교과서박물관,저작자별,이 박 저 박,즐거운 생활 1-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6900,사이버교과서박물관,저작자별,둥개 둥개 둥개야,즐거운 생활 1-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6901,사이버교과서박물관,저작자별,두꺼비,즐거운 생활 1-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6902,사이버교과서박물관,저작자별,꼬방꼬방,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6903,사이버교과서박물관,저작자별,술래잡기,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6904,사이버교과서박물관,저작자별,줄넘기,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6905,사이버교과서박물관,저작자별,대문놀이,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6906,사이버교과서박물관,저작자별,이 거리 저 거리 각 거리,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6907,사이버교과서박물관,저작자별,가을밤,음악 3: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6908,사이버교과서박물관,저작자별,대문놀이,즐거운 생활 2-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6909,사이버교과서박물관,저작자별,가을 밤,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
6910,사이버교과서박물관,저작자별,새야 새야,음악 3,,0,0,1,미부착,제1유형,저작권 만료,
6911,사이버교과서박물관,저작자별,대문놀이,즐거운 생활 2-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6912,사이버교과서박물관,저작자별,가을밤 ,음악３: 실험용 교과서,,0,0,1,미부착,제1유형,저작권 만료,
6913,사이버교과서박물관,저작자별,새야새야,음악３: 실험용 교과서,,0,0,1,미부착,제1유형,저작권 만료,
6914,사이버교과서박물관,저작자별,두꺼비 ,유치원 교사를 위한 유아교육 지도자료집 제１권,,0,0,1,미부착,제1유형,저작권 만료,
6915,사이버교과서박물관,저작자별,달아 달아 밝은 달아,즐거운 생활 1-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6916,사이버교과서박물관,저작자별,줄넘기,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6917,사이버교과서박물관,저작자별,두꺼비,즐거운 생활 2-1: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6918,사이버교과서박물관,저작자별,김 도령과 꼬마 도깨비,화법: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
6919,사이버교과서박물관,저작자별,꽃씨와 소년,국어 2-2: 국민학교 교사용지도서,,0,0,1,미부착,제1유형,저작권 만료,
6920,사이버교과서박물관,저작자별,강강술래,유치원 교육 활동 지도 자료 10: 특별한 날들,,0,0,1,미부착,제1유형,저작권 만료,
6921,사이버교과서박물관,저작자별,무장(茂長)동학당 포고문,작문: 고등학교,,0,0,1,미부착,제1유형,저작권 만료,
