한국지역정보개발원(KLID) 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리 진입과정,이름,설명,등록일,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
552,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제 136호,,2022-12-28 00:00:00,0,0,1,미부착,개방불가,없음,
553,한국지역정보개발원,HOME > 지식마당 > 지역정보화지,지역정보화지 제137호,,2023-05-31 00:00:00,0,0,1,미부착,개방불가,없음,
554,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2012 지역정보화백서,,2012-10-31 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
555,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2013 지역정보화백서,,2013-12-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
556,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2014 지역정보화백서,,2014-12-19 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
557,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2015 지역정보화백서,,2016-01-11 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
558,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2016년 지역정보화백서,,2017-04-04 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
559,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2017년 지역정보화백서 통계자료(엑셀),,2018-05-23 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
560,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2017 지역정보화백서,,2018-05-24 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
561,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2018년 지역정보화백서,,2019-12-26 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
562,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2019 지역정보화백서,,2020-12-04 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
563,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2020 지역정보화백서,,2021-12-23 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
564,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2020 지역정보화백서 통계자료(엑셀),,2021-12-23 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
565,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2021 지역정보화백서(개원 25주년 기념 특별판),,2023-01-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
566,한국지역정보개발원,HOME > 지식마당 > 지역정보화백서,2021 지역정보화백서 통계자료(엑셀),,2023-01-03 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
567,한국지역정보개발원,HOME > 지식마당 > 빅데이터사례집,2016 지방자치단체 빅데이터 분석 사례집,,2017-01-05 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
568,한국지역정보개발원,HOME > 지식마당 > 빅데이터사례집,2017 지방자치단체 빅데이터 분석 사례집,,2018-03-05 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
569,한국지역정보개발원,HOME > 지식마당 > 빅데이터사례집,2018 지방자치단체 빅데이터 분석 사례집,,2019-02-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
570,한국지역정보개발원,HOME > 지식마당 > 빅데이터사례집,2019 지방자치단체 빅데이터 분석 사례집,,2020-02-19 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
571,한국지역정보개발원,HOME > 지식마당 > 빅데이터사례집,2020 지방자치단체 빅데이터 분석 사례집,,2021-04-01 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
572,한국지역정보개발원,HOME > 지식마당 > 빅데이터사례집,2021 지방자치단체 빅데이터 분석 사례집,,2022-01-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
573,한국지역정보개발원,HOME > 지식마당 > 빅데이터사례집,2022년 지방자치단체 빅데이터 분석 사례집,,2023-02-06 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
574,한국지역정보개발원,HOME > 지식마당 > 빅데이터사례집,연도별 지역데이터 분석·활용 사례(전체 목록),,2023-02-06 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
575,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제1호 : 스마트시티,,2016-10-21 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
576,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제2호 : 웨어러블 기술과 헬스케어,,2016-11-16 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
577,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제3호 : 스마트시티 - 재난안전 분야,,2016-12-05 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
578,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제4호 : 가상/증강현실 현황과 지역정보화 적용방안,,2016-12-28 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
579,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제5호 : 2017년 ICT Trend,,2017-01-24 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
580,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제6호 : 차세대 무선 이동통신 5G,,2017-02-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
581,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제7호 : 스마트공장,,2017-03-31 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
582,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제8호 : VR/AR 산업 활성화를 위한 법정책적 과제,,2017-05-08 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
583,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제9호 : 인공지능(AI),,2017-06-08 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
584,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제10호 : 사물·소물인터넷과 지역정보화,,2017-07-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
585,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"ICT 최신 동향 제11호 : 스마트시티 서비스, 상수도 스마트미터링",,2017-08-18 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
586,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"ICT 최신 동향 제12호 : 스마트시티 서비스, 스마트 공공 쓰레기통",,2017-09-01 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
587,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"ICT 최신 동향 제13호 : ""인간의 감성을 이해하고 다가가는 ‘감성컴퓨팅’""",,2017-09-13 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
588,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제14호 : 에지 컴퓨팅,,2017-09-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
589,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제15호 : 정보접근성,,2017-10-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
590,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제16호 : 스마트시티 해외사례 (싱가포르),,2017-10-30 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
591,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제17호 : 블록체인,,2017-11-03 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
592,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제18호 : 근거리 무선통신기술,,2017-11-10 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
593,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제19호 : 스마트시티 해외사례 - 코펜하겐,,2017-11-24 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
594,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제20호 : 생체인증 기술의 글로벌 확장과 활용,,2017-12-01 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
595,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제21호 : 머신러닝의 국내외 적용 사례,,2017-12-08 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
596,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제22호 : 학부모 만족도가 높은 ‘청소년 건강관리 및 흡연예방 서비스’,,2017-12-15 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
597,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"ICT 최신 동향 제23호 : 문화·관광 분야의 ICT, 실감미디어",,2017-12-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
598,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 2017년 총괄호,,2017-12-28 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
599,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제24호 : 블록체인 활용 사례(가상화폐 등),,2018-01-30 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
600,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제25호 : 자율주행차 상용화를 위한 정부 지원강화,,2018-02-26 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
601,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제26호 : 드론 기술의 다양한 활용,,2018-03-29 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
602,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제27호 : 지방자치단체 빅데이터 조직 및 인력 현황,,2018-05-15 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
603,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"ICT 최신 동향 제28호 : 현장 데이터를 활용한 화재대응체계 : 미국의 ICT를 활용한 출동지원(Computer-Aided Dispatch, CAD) 시스템 사례",,2018-05-28 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
604,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제29호 : 지방자치단체 빅데이터 사업 현황,,2018-07-02 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
605,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,ICT 최신 동향 제30호 : 지방자치단체 빅데이터 플랫폼 구축 현황,,2018-07-18 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
606,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제31호 : 민선 7기 시도지사 공약 분석,,2018-09-13 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
607,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제32호 : 지방정부 핵심공약 첨단 ICT 적용방향 : 미세먼지 저감 대응,,2018-09-13 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
608,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제33호 : 시스템을 통한 투명행정구현 : ""청백리""는 ""청백-e""로",,2018-09-17 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
609,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제34호 : ICT로 지역사회를 활성화한다 : 도시재생,,2018-09-17 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
610,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제35호 : 전자정부서비스 문서24,,2018-09-21 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
611,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제36호 : IoT 기반 지역사회약자보호서비스 : 고독사 예방,,2018-09-28 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
612,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제37호 : 해외 지역정보화 사례 : 일본의 시민참여를 통한 지역문제 해결,,2018-11-09 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
613,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제38호 : 4차 산업혁명에 대응한 조직 실험 : 제주특별자치도 미래전략국,,2018-11-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
614,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제39호 : 지방자치단체의 블록체인 활용 : 영등포구 제안서 평가시스템,,2018-12-28 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
615,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제40호 : 인공지능(AI) 수사관의 성공사례,,2019-05-29 00:00:00,0,0,1,미부착,개방불가,없음,
616,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제41호 : 운전자 없는 자율주행차 경기도 판교 제로셔틀,,2019-06-21 00:00:00,0,0,1,미부착,개방불가,없음,
617,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제42호 : 빅데이터를 활용한 무인민원 발급기 운영현황 분석,,2019-07-23 00:00:00,0,0,1,미부착,개방불가,없음,
618,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제43호 : 전자신원(Electronic-ID) 도입이 가져다줄 정부 혁신,,2019-08-23 00:00:00,0,0,1,미부착,개방불가,없음,
619,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제44호 : 지자체 대상 정보화 공모사업 소개서,,2019-09-30 00:00:00,0,0,1,미부착,개방불가,없음,
620,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제45호 : 지자체 대상 정보화 공모사업 소개서 Part2,,2019-10-28 00:00:00,0,0,1,미부착,개방불가,없음,
621,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제46호 : 대기오염 및 도시문제를 해결하기 위한 IoT기반 솔루션,,2019-11-25 00:00:00,0,0,1,미부착,개방불가,없음,
622,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제47호 : 2020년 정부가 주목해야 할 ICT 기술 트렌드 멀티채널 시민참여,,2019-12-30 00:00:00,0,0,1,미부착,개방불가,없음,
623,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제48호 : 경찰관의 행정업무 시간을 줄여주는 인공지능 기반 음성인식 기술,,2020-02-03 00:00:00,0,0,1,미부착,개방불가,없음,
624,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제49호 : 빅데이터를 활용한 도로 미세먼지 발생량 예측 및 노면 청소차량 운행 효율화,,2020-04-13 00:00:00,0,0,1,미부착,개방불가,없음,
625,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제50호 : 생활 행정에 인공지능을 접목해 똑똑한 행정 펼친다,,2020-04-27 00:00:00,0,0,1,미부착,개방불가,없음,
626,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제51호 : RPA를 활용한 스웨덴의 복지 행정지원 절차 자동화,,2020-05-15 00:00:00,0,0,1,미부착,개방불가,없음,
627,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제52호 : 싱가포르 공원의 사회적 거리두기를 도와주는 AI 기반 로봇강아지 SPOT,,2020-06-05 00:00:00,0,0,1,미부착,개방불가,없음,
628,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제53호 : 비상 시 골든타임 확보 Perfect 안심 강원 실현,,2020-06-22 00:00:00,0,0,1,미부착,개방불가,없음,
629,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제54호 : 대구광역시 지능형 상담서비스 뚜봇,,2020-07-10 00:00:00,0,0,1,미부착,개방불가,없음,
630,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제55호 : 경기도 카셰어링 서비스 ""행복카셰어""",,2020-07-23 00:00:00,0,0,1,미부착,개방불가,없음,
631,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제56호 : 서울은평구 인공지능 대형폐기물 처리서비스,,2020-08-06 00:00:00,0,0,1,미부착,개방불가,없음,
632,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제57호 : 충남 서천군 지역주민과 디지털노마드를 위한 스마트타운 조성,,2020-08-18 00:00:00,0,0,1,미부착,개방불가,없음,
633,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제58호 : 유럽 공공 블록체인,,2020-09-07 00:00:00,0,0,1,미부착,개방불가,없음,
634,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제59호 : 스마트시티 주요 사례 - 호주, 스웨덴, 노르웨이",,2020-09-21 00:00:00,0,0,1,미부착,개방불가,없음,
635,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제60호 : 원스톱 포털서비스 세종엔,,2020-10-08 00:00:00,0,0,1,미부착,개방불가,없음,
636,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제61호 : Pay It Forward London, 런던 크라우드펀딩",,2020-10-26 00:00:00,0,0,1,미부착,개방불가,없음,
637,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제62호 : 노년층에게 희망이 되는 MaaS를 활용한 모바일 클리닉,,2020-11-13 00:00:00,0,0,1,미부착,개방불가,없음,
638,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제63호 : 지구를 구하라! 탄소배출 저감 프로젝트,,2020-11-30 00:00:00,0,0,1,미부착,개방불가,없음,
639,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제64호 : 웨어러블 기기의 다양한 변신,,2020-12-15 00:00:00,0,0,1,미부착,개방불가,없음,
640,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제65호 : AI, 실종아동 수색을 해결하다!",,2021-04-06 00:00:00,0,0,1,미부착,개방불가,없음,
641,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제66호 : 스마트시티의 차세대 사회 인프라 '스마트폴',,2021-04-06 00:00:00,0,0,1,미부착,개방불가,없음,
642,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제67호 : 미래형 스마트 모빌리티, 자율주행 모빌리티 서비스",,2021-04-19 00:00:00,0,0,1,미부착,개방불가,없음,
643,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제68호 : 다중이용시설 방문자 등록 안심콜,,2021-05-03 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
644,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제69호 : 미래 로봇 기술, 반려 로봇의 등장",,2021-05-14 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
645,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제70호 : 3차원 가상세계, 메타버스 시대",,2021-06-01 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
646,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제71호 : 차세대 의복형 웨어러블 로봇기술, 근육 옷감의 탄생",,2021-06-11 00:00:00,0,0,1,미부착,개방불가,없음,
647,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제72호 : 경상남도 하동군, 탄소없는 별천지마을",,2021-06-28 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
648,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제73호 : 꿀잠이 필요한 당신을 위한 기술, 슬립테크",,2021-07-09 00:00:00,0,0,1,미부착,개방불가,없음,
649,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제74호 : 골든타임을 지켜줄 똑똑한 공공서비스, '5G,AI기반 응급의료 시스템'",,2021-07-23 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
650,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제75호 : 우리 집의 놀라운 변신 '스마트홈',,2021-08-09 00:00:00,0,0,1,미부착,개방불가,없음,
651,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제76호 : 도로 위의 혁신, 스마트시티 교통기술",,2021-08-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
652,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제77호 : 서울특별시 은평구의 특별한 보건소 'AI보건소',,2021-09-03 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
653,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일 지식서비스 제78호 : 한국형 GPS의 탄생, KPS(Korea Positioning System)",,2021-09-17 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
654,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제79호 : 산업재해를 예방하는 스마트안전 경보시스템,,2021-10-28 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
655,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일 지식서비스 제80호 : 교육과 기술의 만남 에듀테크,,2021-11-03 00:00:00,0,0,1,미부착,개방불가,없음,
656,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 81호 : Iot&AI 기술을 활용한 겨울철 도로 노면 관리,,2021-11-24 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
657,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 82호 : 가상공간에서 확인하고 구매하는XR쇼핑,,2021-11-24 00:00:00,0,0,1,미부착,개방불가,없음,
658,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 83호 : 가상세계로 지능적인 국토관리 '디지털 트윈국토 시범사업',,2021-12-03 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
659,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 84호 : 무인이동체(드론) 활용 공공서비스 사업,,2021-12-20 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
660,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 85호 : 신원 확인의 디지털전환 : 전자신분증 - 행정안전부 KLID,,2022-04-29 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
661,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 86호 : 4차 산업혁명 시대의 세금 '디지털세',,2022-05-23 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
662,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 87호 : 통합 이동 서비스 '도시형 MaaS 추진 현황',,2022-05-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
663,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 88호 : 보이스피싱 피해 STOP! 든든한 ICT 시스템,,2022-06-30 00:00:00,0,0,1,미부착,개방불가,없음,
664,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일지식서비스 89호 : '소송 자판기' 리걸 테크의 등장, 에스토니아의 AI판사 제도",,2022-07-29 00:00:00,0,0,1,미부착,제2유형,"한국행정연구원 홈페이지에 공공누리 2유형으로 분류, 고지됨",
665,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 90호 : 초연결시대의 행정모델 '디지털트윈 관료제',,2022-08-29 00:00:00,0,0,1,미부착,개방불가,없음,
666,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 91호 : 블록체인 기술동향과 행정서비스 적용사례,,2022-09-23 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
667,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 92호 : 국민정보주권시대 '공공마이데이터 서비스' 활용법,,2022-10-14 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
668,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 93호 : 첨단정보기술활용 공공서비스 촉진사업 소개,,2022-10-28 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
669,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일지식서비스 94호 : 세계최초, 최대규모로 발전한 미국 디지털 헬스케어 산업",,2022-11-21 00:00:00,0,0,1,미부착,개방불가,없음,
670,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 95호 : 클라우드컴퓨팅 시대로 전환 '정보자원의 활용과 혁신으로',,2022-12-13 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
671,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 96호 : 공감e가득 사업소개(주민참여 기반 지역문제 해결사업),,2023-01-04 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
672,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,"모바일지식서비스 97호 : 물관리도 인공지능으로 똑똑하게, 스마트워터시티",,2023-01-30 00:00:00,0,0,1,미부착,개방불가,없음,
673,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 98호 : 법인잡는 인공지능 시스템,,2023-02-17 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
674,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 99호 : 농사? 참 쉽다! 팜봇의 등장,,2023-03-24 00:00:00,0,0,1,미부착,개방불가,없음,
675,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 100호 : AI 청년 일자리 매칭 서비스,,2023-04-21 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
676,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 101호: ChatGPT 국내외 공공 부문 도입 동향과 지자체 활용방안,,2023-05-26 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
677,한국지역정보개발원,HOME > 지식마당 > 카드뉴스,모바일지식서비스 102호: 서울시 생활현장 스마트시티 시범사업,,2023-06-23 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
678,한국지역정보개발원,HOME > 기관소개 > 홍보자료,홍보영상보기,,,1,0,0,미부착,개방불가,없음,
679,한국지역정보개발원,HOME > 기관소개 > 홍보자료,홍보 리플릿(한국어),,,0,0,1,미부착,제1유형,업무상저작물,
680,한국지역정보개발원,HOME > 기관소개 > 홍보자료,홍보 리플릿(영어),,,0,0,1,미부착,제1유형,업무상저작물,
