한국지역정보개발원(KLID) 권리처리 목록,,,,,,,,,,,,
순번,사이트명,카테고리 진입과정,이름,설명,등록일,영상,사진,문서,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
252,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,독일 eID카드(전자신분증)의 개요와 특징,,2010-03-26 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
253,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,2017 스마트시티 서비스 카탈로그,,2017-10-12 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
254,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-01]불법주차안내서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
255,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-02]공영주차장 스마트 파킹 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
256,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-03]스마트횡단보도 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
257,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-04]주거환경 개선 스마트 방역서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
258,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-05]상수도 스마트미터링 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
259,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-06]IoT기반 문화재 관리 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
260,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-07]스마트 도서관 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
261,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-08]IT기반 섬 지역 긴급구조 환자 이송지원 시스템,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
262,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-09]사회적 약자 안전관리 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
263,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-10]청각장애인 의사소통을 돕는 스마트 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
264,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-11]농업용 방제드론 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
265,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-12]이동식 CCTV 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
266,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-13]드론 기반 스마트 해상안전 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
267,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-14]IoT기반 재난 안전 비상대피 시스템,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
268,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-15]대기질 모니터링 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
269,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-16]실시간 분수 수질 정보 제공 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
270,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-17]가축분뇨 전자인계 관리 시스템,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
271,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-18]스마트 쓰레기통 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
272,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-19]시민의견 수렴을 위한 모바일 투표 서비스 (M-Voting),,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
273,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2017-20]드론을 활용한 지적재조사 서비스,,2018-04-27 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
274,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[스마트서비스 홍보동영상]스마트서비스 카탈로그에서 소개하는 최신 스마트서비스 사례,,2018-05-15 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
275,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,2017 스마트시티 서비스 카탈로그 발행본 (Full Version),,2018-05-30 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
276,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-01] 사물인터넷(IoT)을 활용한 공사장 미세먼지소음 원격 감시 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
277,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-02] 사물인터넷(IoT) 센서를 활용한 시설물 안전관리,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
278,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-03] 도로 함몰 방지 등을 위한 지하공간 모니터링 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
279,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-04] 인공지능(AI) 객체인식 기반 대형 폐기물 처리 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
280,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-05] 사물인터넷 기반의 공용차량 소외계층 공유 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
281,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-06] 인공지능 기반 대화형 생활법률지식서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
282,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-07] 지능형 CCTV를 활용한 터널 법규 위반 단속 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
283,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-08] 딥러닝 기반 야생동물 농작물 피해 방지 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
284,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-09] 불법주정차 민원 처리를 위한 인공지능 챗봇 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
285,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-10] 블록체인기술 기반 지역화폐 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
286,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-11] 선박 안전운항을 위한 첨단 항로표지 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
287,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-12] 열화상 카메라 장착 드론을 활용한 산간구조 활동 지원 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
288,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-13] 사물인터넷(IoT) 센서 활용 악취 오염원 감지 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
289,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-14] 공동체 공모사업 선정을 위한 블록체인 심사,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
290,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-15] 다수사상자 발생 시 대응을 위한 사물인터넷 기반 응급환자 관리,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
291,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-16] 사물인터넷(IoT)을 활용한 종이팩 재활용 보상 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
292,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-17] 긴급차량 우선 통행을 위한 신호 제어 시스템,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
293,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-18] 버스운전자 졸음 및 부주의 운전 모니터링을 통한 위험상황 알림 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
294,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-19] 사물인터넷(IoT) 헬멧 활용 사고현장 실시간 대응지원 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
295,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-국내-20] 사물인터넷(IoT) 기반 지능형 소화전 관리 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
296,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-01] 실시간 교통 상황에 맞춘 지능형 신호등 조정 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
297,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-02] 보행자 중심의 인터랙티브 횡단보도 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
298,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-03] 다국어 지원 로봇을 활용한 관광지 치안유지 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
299,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-04] 디지털 영주권(e-Residency)를 위한 디지털ID 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
300,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-05] 블록체인 기반 식품유통 이력관리 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
301,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-06] 스마트 계약을 적용한 부동산거래 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
302,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-07] 드론을 활용한 교량 안전점검 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
303,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-08] 블록체인을 활용한 신원정보가 없는 노숙자 신원관리 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
304,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-09] 세계 최초의 디지털 공무원 Amelia,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
305,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2018-해외-10] 안면인식을 통한 승객 신원확인 서비스,,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
306,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,2018 스마트네이션 서비스 카탈로그(Full version),,2018-11-20 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
307,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,'20년 첨단 공공서비스 지원사업 사업설명회 발표자료,,2020-04-21 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
308,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 대전시 민원안내시스템 누리뷰,,2021-01-15 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
309,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 제주도 인공지능 민원서식 작성 도우미,,2021-01-15 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
310,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 대구시 지능형 상담시스템,,2021-01-15 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
311,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 한국국토정보공사 드론 활용 현장 행정 서비스,,2021-01-15 00:00:00,0,0,1,미부착,개방불가,없음,
312,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 성동구 지능형 스마트 선별 관제,,2021-01-15 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
313,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 경기도 IoT기반 스마트글라스 활용 원격 안전점검시스템,,2021-01-15 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
314,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 법무부 범죄피해자 접근 보호 장치 및 시스템,,2021-01-15 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
315,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 관세청 우범화물 선별 관제 시스템,,2021-01-15 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
316,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,2021 첨단 정보기술 활용 공공서비스 촉진사업 카탈로그,,2021-04-16 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
317,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 2022 ICT MEGATREND,,2022-02-24 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
318,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 2023 ICT MEGATREND,,2023-04-21 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
319,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 2023 첨단 정보기술 활용 공공서비스 촉진사업 서비스 사례집,,2023-04-21 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
320,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 전기안전AIoT 활용한 취약계층 전기생활안전구축(서울 동작),,2023-06-01 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
321,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 탄소중립을 위한 광진구 음쓰제로 플랫폼 구축(서울 광진),,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
322,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 저탄소 생활리빙랩 모여서 넷제로(서울 종로),,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
323,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 스마트 역사관광 투어 플랫폼 구성(부산진구),,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
324,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 아동비만예방을 위한 맞춤형 건강습관형성(경기하남),,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
325,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 탄소중립 푸른고양 나눔마켓 디지털 통합 플랫폼 구축,,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
326,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 중랑구 소상공인 지원 정보 제공 앱 플랫폼(서울중랑),,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
327,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] AI기반 비대면 아동심리 분석 플랫폼 '心터'(경기고양),,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
328,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 5070 고립탈피 활동유도서비스 '진이의 하루',,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
329,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[2022 공감e 사례] 탄소저감형 친환경 축제 기획 지원 플랫폼(경남통영),,2023-06-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
330,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 공공서비스,[첨단공공서비스] 2022 우수서비스 가이드,,2022-04-07 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
331,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 사이버보안,사이버보안 동향 2023년 제1호,,2023-06-05 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
332,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 사이버보안,사이버보안 동향 2023년 제2호,,2023-06-05 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
333,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,제7회 지역정보화 우수사례집,,2006-11-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
334,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2005 한일 정보화 세미나 발표자료(일본어판),,2006-10-31 00:00:00,0,0,1,미부착,개방불가,없음,
335,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2005 한일 정보화 세미나 발표자료(한국어판),,2006-10-31 00:00:00,0,0,1,미부착,개방불가,없음,
336,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,전자지방자치의 필요성과 과제,,2006-11-01 00:00:00,0,0,1,미부착,개방불가,없음,
337,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,전자지방자치의 기본모형,,2006-11-01 00:00:00,0,0,1,미부착,개방불가,없음,
338,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,전자지방자치의 현주소 : 사례연구,,2006-11-01 00:00:00,0,0,1,미부착,개방불가,없음,
339,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,e-지방자치의 미래상,,2006-11-01 00:00:00,0,0,1,미부착,개방불가,없음,
340,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,2001년도 광역자치단체 정보화계획,,2006-11-01 00:00:00,0,0,1,미부착,제1유형,국가/지자체 저작물,
341,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,디지털충남 구현전략,,2006-11-01 00:00:00,0,0,1,미부착,개방불가,없음,
342,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,전자정부를 향하여 지속되는 행진,,2006-11-01 00:00:00,0,0,1,미부착,개방불가,없음,
343,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,전자인증의 개요 및 발전방향,,2006-11-01 00:00:00,0,0,1,미부착,개방불가,없음,
344,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정부전자관인인증기관(GPKI) 구축정책 및 추진방향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
345,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,전자서명 인증제도 구축정책 및 추진방향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
346,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,한국정보인증의 공인인증서비스,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
347,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,한국증권전산 공인인증센터 SignKorea,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
348,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,금융결제원의 yessign 공인인증서비스,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
349,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,한국전산원의 전자서명 공인인증서비스,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
350,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,국외 전자인증 동향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
351,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,민원서비스 혁신사업(G4C 프로젝트),,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
352,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,부산광역시 '인터넷민원처리시스템 구축 시범사업',,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
353,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,농산물 전자상거래 활성화 방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
354,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,21세기의 전략가 CIO : 영광을 향해 뛰는 사람들,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
355,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,내일(來日)이 있는 브랜드파워(Brand power),,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
356,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체 행정정보화의 본원적 특징과 그간의 성과,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
357,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체 행정정보화의 허와 실,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
358,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체 행정정보화의 본원적 특징과 그간의 성과,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
359,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체 행정정보화의 현주소와 향후 과제,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
360,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,FAX민원 자동화시스템 개발 운영,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
361,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,연방정부의 IT R&D 투자전략,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
362,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,미래 농어촌 구현을 위한 정보화마을 조성 및 발전방향,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
363,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정보화마을 사업의 평가모형 및 방법의 모색,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
364,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,민관협력을 통한 농촌정보마을 발전전략,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
365,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정보화마을의 활성화 방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
366,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체의 유비쿼터스 도시(u-City) 구축전략,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
367,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체에서 u-City 구축을 위한 접근법,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
368,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,국가균형발전특별법 개요 및 특별회계 운영,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
369,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,소프트웨어 사업 합리화를 위한 기능점수 활용방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
370,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,해외 전자지방정부의 민관협력(Public-Private Partnership) 사례,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
371,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,일본의 전자자치체 공통화기술표준,,2006-11-22 00:00:00,0,0,1,미부착,제1유형,업무상저작물,
372,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,지역정보화를 위한 이러닝 활성화 방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
373,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,자치단체의 주민정보화교육 현황과 과제,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
374,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,e-Learning을 통한 주민정보화교육 사례 연구,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
375,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,효과적인 주민정보화교육을 위한 이러닝 활용방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
376,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,서울의 u-City 구축 전략,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
377,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,송도 u-City 구축방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
378,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,공유재산 관리체계 혁신을 위한 정보시스템 도입,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
379,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,문화컨텐츠의 운영현황 및 개선방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
380,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,정보화사업의 체계적인 관리방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
381,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,지역 IT산업의 현황과 육성과제,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
382,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,IT산업과 지역 전략산업의 연계방안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
383,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,IT산업의 입지특성과 지역발전전략,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
384,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,u-충북 구축 방안 제안,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
385,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,복식부기 회계제도 정보화,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
386,한국지역정보개발원,HOME > 지식마당 > 디지털정책자료 > 기타,미국 버지니아 주정부의 정보화사업 관리 사례,,2006-11-22 00:00:00,0,0,1,미부착,개방불가,없음,
