철도산업정보센터 권리처리 목록,,,,,,,,,,,,,,,,
순번,사이트명,카테고리,URL,이름,파일명,설명,등록일,소재지,제공처,영상,사진,PDF,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고
61,철도산업정보센터,HOME > 철도역사관 > 철도유물유적,http://www.kric.go.kr/jsp/board/portal/sub06/railArtifactsDetail.jsp?p_id1=M02040501&p_id2=4&p_id3=2010-10-18&q_name=all,제78호 경의선 장단역증기기관차,61_제78호 경의선 장단역증기기관차,"1950년 한국전쟁 때 경의선 장단역에서 폭탄을 맞고 탈선하여 그 자리에 멈춰선 증기기관차다. 민간인의 출입이 통제된 비무장지대 안에서 녹슨 채 비스듬히 누워있는 모습은 한국전쟁, 남북분단 등 근대사를 증언하는 생생한 역사의 현장을 말해주고 있다. 지금은 방염처리 및 복원하여 임진각 부근에 전시를 추진 중이다.",,경기도 파주시 장단먼 동장리 198,철도박물관,0,1,0,미부착,제1유형,X,저작물보호기간 만료
62,철도산업정보센터,HOME > 철도역사관 > 철도유물유적,http://www.kric.go.kr/jsp/board/portal/sub06/railArtifactsDetail.jsp?p_id1=M02040501&p_id2=3&p_id3=2010-10-15&q_name=all,제425호 의왕 쌍신폐색기,62_제425호 의왕 쌍신폐색기,"복선구간의 철도에서 역과 역 사이 열차의 안전운행을 위해 사용되던 쌍신폐색방식 폐색기다. 1905년 10월 영등포역에 설치되어 사용되다 보안도가 낮은 단점이 있어 1932년 특수쌍신폐색기가 보급되면서 사용 중지되었으며, 1936년 서울 용산의 철도종사원양성소에 철도박물관 개관시부터 전시된 유물로 사료적 가치가 있다.",,경기도 의왕시 월암동 374-1 (철도박물관),철도박물관,0,1,0,미부착,제1유형,X,저작물보호기간 만료
63,철도산업정보센터,HOME > 철도역사관 > 철도유물유적,http://www.kric.go.kr/jsp/board/portal/sub06/railArtifactsDetail.jsp?p_id1=M02040501&p_id2=2&p_id3=2010-10-15&q_name=all,제424호 의왕 경인철도레일,63_제424호 의왕 경인철도레일,"1897년 미국 일리노이 스틸사에서 제작한 것으로 1899년 개통된 경인선 부설에 사용된 소형레일(30kg /m)로 우리나라에 최초로 도입된 철도 레일이며, 1936년 서울 용산의 철도종사원양성소에 철도박물관을 개관할 때부터 전시되었다.",,경기도 의왕시 월암동 374-1 (철도박물관),철도박물관,0,1,0,미부착,제1유형,X,저작물보호기간 만료
64,철도산업정보센터,HOME > 철도역사관 > 철도유물유적,http://www.kric.go.kr/jsp/board/portal/sub06/railArtifactsDetail.jsp?p_id1=M02040501&p_id2=1&p_id3=2010-10-15&q_name=all,제423호 의왕 대한제국기 철도통표,64_제423호 의왕 대한제국기 철도통표,단선구간 철도에서 충돌 사고 방지를 위하여 증표로 사용하던 것으로 통표폐색식 설비가 도입되기 전 기계장치를 이용하지 않고 양 역간의 협의에 의하여 역장과 기관사 간에 주고받던 일종의 열차운행허가증이다. ’경인선 572 ’는 1899년 우리나라 최초 철도인 경인선 개통 초기 사용한 것이며 ‘ 301‘은 1906 년 4월 경의선(용산~신의주)이 개통되면서 부터 1908년까지 사용된 것이며 ‘3237’은 1904년 2월 서울~의주 간 군용철도 부설을 비롯하여 이후 부설되는 임시군용 철도에서 사용되던 것이고 ’1199‘는 1902년 경의선 기공 이후 일부 공사구간에서 이용되다 1906년 4월 경의선이 개통되며 사용 중지되었고 ‘경부선 2245 ‘는 1905년 경부선 개통과 함께 사용하던 것이다.,,경기도 의왕시 월암동 374-1 (철도박물관),철도박물관,0,1,0,미부착,제1유형,X,저작물보호기간 만료
65,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=10&p_id3=&q_name=all,윤덕영(조선),65_윤덕영(조선),"조선의 문신. 본관은 해평(海平).
영돈령부사(領敦寧府事) 철구(徹求)의 아들, 택영(澤榮)의 형, 순정효 황후(純貞孝皇后)의 삼촌.
1894년(고종 31) 진사(進士)로 문과(文科)에 급제, 이듬해 비서감 우비서랑(秘書監右秘書郞)이 되고 총리 대신 비서관 겸 참서관(秘書官兼參書官)ㆍ시독관(侍讀官)ㆍ비서승(秘書丞)ㆍ농상공부 참서관(農商工部參書官)ㆍ내부지방국장(內部地方局長) 등을 역임, 1901년(광무 5) 경기도 관찰사가 되었다.
이어 궁내부 특진관(宮內府特進官)을 거쳐 황해도 관찰사로 전임했다가 이듬해 철도원 부총재(鐵道院副總裁)가 되어 경부선(京釜線)의 철도부설(鐵道敷設)에 공을 세웠다.
그 뒤 지계아문 부총재(地契衙門副總裁)ㆍ봉상사제조(奉常司提調)ㆍ비서원경(秘書院卿)ㆍ의정부참찬(議政府參贊)ㆍ홍문관학사 겸 평리원 재판장(弘文館學士兼平理院裁判長)ㆍ의정부찬성(贊成)을 지냈다.
1908년(융희 2) 시종원경(侍從院卿)이 되었으며 1910년 국권 침탈 때는 순종에게 강요하여 병자 수호 조약에 옥새(玉璽)를 찍게 했다. 일본 정부에 의해 자작(子爵)이 되고 이왕직 찬시(李王職贊侍)를 지냈다.",,,,0,1,0,미부착,제1유형,X,사진저작권 보호기간 만료
66,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=9&p_id3=&q_name=all,"콜브란, 보스트위크(콜브란(영국), 보스트위크(미국))","66_콜브란, 보스트위크(콜브란(영국), 보스트위크(미국))","콜브란(H. Collbran)보스트위크(H.R. Bostwick)
1898년에 경성(지금의 서울) 일대의 전력공급권 사업권을 취득하고 한성전기회사(漢城電氣會社) 개업.
고종황제로부터 전차선 사업 허가와 투자를 받아 서대문에서 종로, 동대문을 거쳐 청량리에 이르는 5마일(약 8km) 길이의 단선궤도 및 전차선을 설치.
보스트위크가 미국에 돌아간뒤 콜브란은 1909년 한미전기주식회사를 일한가스주식회사(韓日瓦斯會社)에 매도 후 런던으로 도피.(고종황제의 주식까지 매도)",,,,0,0,0,미부착,제1유형,X,업무상저작물
67,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=8&p_id3=&q_name=all,박기종(조선),67_박기종(조선),"상민계층 출신으로서 일찍부터 상업에 종사, 주로 일본 상인들과 거래하면서 일본어에 능통하게 되었다. 이러한 경력이 계기가 되어 1876년 5월 김기수(金綺秀)를 수반으로 하는 제1차수신사일행의 일본시찰여행 때 역관으로 동행하게 되었다.
이때 일본의 각종 산업시설과 제도 등의 근대화에 깊은 감명을 받아 뒤에 우리나라의 산업개발을 위한 철도건설사업과 교육제도의 근대화 내지 진흥에도 진력하게 된 것 같다.
일본시찰 때 역관의 관직을 얻게 된 것이 계기가 되어 귀국 후 계속하여 각종 관직을 거치면서 부산 경무관의 관직에까지 오르게 되었다.
이 시기에 일본시찰에서 깊은 감명을 받았던 신문화교육의 진흥에 대한 소망의 일단을 실현하기 위하여 1896년 3월 부산상업학교의 전신인 부산개성학교를 창설하고 주로 기술과 일어교육에 힘썼다.
또한, 당시 철도부설권 획득을 위하여 일본을 비롯한 열강의 치열한 경합의 와중에서 평생소원이었던 철도건설사업의 실현을 위하여 1898년 5월 한국 최초의 민간철도회사인 부하철도회사(釜下鐵道會社)를 창설하였다.
부하철도회사는 부산과 하단포(下端浦)를 연결하는 철도부설을 목적으로 설립된 것으로서 일명 하단철도라고도 하였다. 하단철도는 건설에 대한 강렬한 의욕에도 불구하고 자금부족·기타의 이유 등으로 사업을 계속할 수 없게 되었다.
그러나 이에 굴하지 않고 또다시 1899년 5월 대한철도회사를 설립하고 경원선·함경선의 부설허가를 얻어 건설사업을 계속하려 하였다.
그러나 일본의 강력한 방해공작으로 부설권이 궁내부 직영으로 돌아가게 됨으로써 부득이 단념하게 되었다. 그러나 끝까지 철도에 대한 집념을 버리지 못하고 영남지선철도회사(嶺南支線鐵道會社)를 창립하고 삼랑진과 마산을 연결하는 삼마철도(三馬鐵道)의 부설권을 얻어 공사진행을 시도하였으나, 일본의 집요한 농간으로 자금조달이 여의하지 못하여 끝내 뜻을 이룰 수 없게 되었다.
이와 같이, 평생을 통하여 철도부설에 뜻을 두었으며, 국내철도는 민족계 회사에 의하여 건설되어야 한다고 주장하였다.
그러나 그 당시는 일본의 침략이 날로 극심하여가는 상황이어서 그의 이와같은 높은 뜻은 끝내 이루어질 수 없었다.
항상 국가중흥은 산업개발에 있다고 믿었고, 그와같은 신념의 실현을 위하여 큰아들은 일본의 광산학교, 둘째아들은 철도학교에 유학시키기도 하였다.",,,,0,1,0,미부착,제1유형,X,사진저작권 보호기간 만료
68,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=7&p_id3=&q_name=all,알렌(미국),68_알렌(미국),"1895년 운산광산 채굴권을 이듬해 경인철도부설권을 모오스에게 알선 
오하이오주 출신. 1883년 마이아미 의과대학 졸업. 중국으로 건너가 상해에서 장로교회 의사로 있다가 1884년 한국 최초로 신교 의료선교사로 내한하여 주한 미국공사관의 의사로서 선교사업에 종사하였다. 이해 왕실의 의사와 고종의 정치고문이 되었고 1885년 왕이 개설한 광혜원(제중원)의 의사와 교수로서 활약하다 1887년 참찬관에 임명되어 주미전권공사 박 정양의 고문으로 도미하여 미국무성에 독립국으로서의 한국의 입장을 단명하였다. 1890년 주한 미공사관 서기관으로 내한하여 18 95년 운산광산 채굴권을 이듬해 경인철도부설권을 모오스에게 알선하였으며 1897년 주한공사 겸 서울 주재 총영사가 되어 전등ㆍ전차도로 등의 설치를 위한 전기회사의 설립권을 미국에 넘겨주었다. 1901년 주한 미국전권공사가 되고 1904년 고종으로부터 훈일등과 태극대수장을 받았으며 1905년 을사조약 체결 후 귀국하였다.",,,,0,1,0,미부착,제1유형,X,사진저작권 보호기간 만료
69,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=6&p_id3=&q_name=all,시부사와 에이이찌(일본),69_시부사와 에이이찌(일본),"경인철도합자회사를 설립. 경인철도의 부설권을 모어스로부터 인수, 완성. 경부철도주식회사를 설립하여 서울∼부산간 철도 개통 
처음에는 관계에 발을 들여 놓았으나 실업계에 몸을 옮겨 제 1국립은행을 창설하였으며 온갖 산업계에 관계하여 재계에 지도적인 입지에 올랐다. 한국에는 경인철도합자회사를 설립하여 경인철도의 부설권을 모어스로부터 인수하여 완성하였으며 이어 경부철도주식회사를 설립하여 서울∼부산간 철도를 개통시킨 바 있다.",,,,0,1,0,미부착, 개방불가,X,출처불명 초상화
70,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=5&p_id3=&q_name=all,모스(미국),70_모스(미국),"1896년 경인철도 부설권을 알렌에게 넘겨받음. 이듬해 3월 22일 인천 우각현에서 경인철도의 기공식을 거행 
일본에 체류 중 1891년 우리나라 통정대부가 되고 대변조선상무위원에 임명되어 미국 뉴욕에 특파되었다.
주미 참찬관으로 있던 이완용을 설득하여 고종의 허락을 얻어 우리나라에 철도부설을 하려고 입국했다.
주한 미공사의 막후 교섭으로 이완용과 철도창조조약을 체결했으나 당시 조야에 이를 반대하는 세력이 커서 고종은 이완용에게 철로개변회담을 중지케 하였다.
이렇게 되자 모스는 왕복 여비와 기타조로 은 1만원의 손해배상을 요구하였으나 우리나라에 이 보상 능력이 없어 다시 1896년 경인철도 부설권을 획득하고 이어 운산금광채국권을 획득했다.
이듬해 3월 22일 인천 우각현에서 경인철도의 기공식을 거 행하고 본국에 돌아가 자금을 조달하려 하였으나 실패하자 일본인의 경인철도인수조합에 부설권을 양도하였다.",,,,0,1,0,미부착, 개방불가,X,출처불명 초상화
71,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=4&p_id3=&q_name=all,민병석(조선),71_민병석(조선),"1900년 4월 1일 철도원 총재 취임(농상공부대신 겸임) 
자는 景召. 호는 시남. 본관은 려흥. 무년문과 병과에 급제. 수구파 문신으로 1884년 승지에 올랐다. 김옥균이 갑신정변에 실패하여 일본에 망명하자 민응식과 협의하여 장은규를 일본에 밀파하여 암살토록 하였으나 실패했다. 그 후 대 사성, 강화유수, 평안도 관찰사, 궁내부 진특관, 철도원 총재 등을 거쳐 각부 대신을 역임하고 시종원경, 제실재정위원회의의원 을 지내고 1910년 한일합병이 되자 자작이 되고 이왕직장관을 지냈다.",,,,0,1,0,미부착, 개방불가,X,출처불명 초상화
72,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=3&p_id3=&q_name=all,이하영(조선),72_이하영(조선),"주미공사관에 근무하다 귀임할 때 정교한 철도 기관차 모형을 가져와 고종과 문무백관에게 공람 
자는 致 호는 山. 본관은 경주. 외무어문주사, 사헌부감찰 등을 역임하고 미국주재 공사관 서기관이 되었다가 귀국 후 웅천ㆍ흥덕현감, 외무어문참의, 회계원장 등을 역임하고 1898년에 주일전권공사, 이듬해 중추원의장이 되었다. 이 해 다시 주일특명전권공사, 1903년 특진관, 찬정, 이듬해 외부대신을 지내고 1905년 법부대신이 되었다. 1910년 한일합병이 되자 일본으로부터 자작을 받았다. 주미공사관에 근무하다 귀임할 때 정교한 철도 기관차 모형을 가져와 고종과 문무백관에게 공람하여 새 문명의 이기에 대한 각성을 촉구한 바 있다.",,,,0,1,0,미부착, 개방불가,X,출처불명 초상화
73,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=2&p_id3=&q_name=all,고종(조선),73_고종(조선),"조선 제26대 왕
제위 1863∼1907년. 이름은 熙. 흥선대원군 하응의 2남. 비는 閣致祿의 딸 명성황후. 철종이 후사없이 서거하자 12세로 즉 위하였으나 생부 대원군의 섭정으로 10년간 실권없는 왕으로 있었다. 그 동안 경복궁의 중건을 위해 백성으로부터 원납전을 강징 하여 원성을 샀으며 천주교도를 탄압하여 병인양요가 일어났고 더욱 쇄국정책을 강행하여 미상선을 소각함으로써 신미양요의 원 인이 되게 하였다. 또한 당쟁을 말살하기 위해 대부분의 서원을 철폐하기도 하였다. 1873년 최익현은 대원군의 실정을 탄핵하여 친정의 계기가 되자 민씨 일족의 세도정치가 시작되었다. 1875년 강화도에서 일함 운양호를 포격한 사건으로 익년 한일수호조규( 병자수호조약)를 맺게 되어 오랜 쇄국정치는 끝이 나고 세계와의 문호를 개방하게 되었다. 1880년 국정을 쇄신하여 통리기무어문 을 설치하고 해외의 문물을 시찰하도록 하였으며 별기군을 창설하기도 하였다. 이듬해 임오군란으로 대원군이 다시 등장하려 하였으나 청국의 개입으로 대원군은 청국에 납치되었다. 이 해에 청국의 권고로 미ㆍ영ㆍ독ㆍ불과 수호조약을 맺었다. 이 때 수구파 와 개화파의 정쟁이 격화되었으며 1884년에 갑신정변이 일어나고 1894년에는 동학혁명이 일어났으며 급기야는 청일 전쟁으로 번 져 일본의 승리로 돌아가자 김홍집내각이 성립되어 갑오경장을 단행한 바 있다. 그러나 민씨 일파의 반발로 친일세력이 위축되자 일본은 1895년 을미사변을 일으켜 민비를 살해하고 친일 개화당내각을 조직했으나 이듬해 로국공사의 암약으로 아관파천이 이루어졌으며 1897년 덕수궁으로 환궁하고 년호를 광무로, 국호를 대한제국으로, 왕을 황제로 호칭하고 완전 독립국을 선포하였다. 1904년 일본의 강압으로 제 1차 한일협약을 체결하고 이듬해 다시 을사조약을 체결하여 외교권을 탈취당하고 내정간섭을 받게 되었다. 1907년 헤이그에서 열린 만국평화회의에 밀사를 파견하여 일본의 침략 부당성을 호소하였으나 일본의 방해로 그 뜻이 좌절 되자 일본은 이를 트집잡아 군대를 해산하고 양위를 강요당하여 순종에게 양위를 하고 태황제가 되었으나 1910년 한일합병이 되자 이태왕이 되엇다. 풍운이 중첩한 한말의 황제로서 독자적인 정치를 해 보지 못한 불운한 생애였다. 능은 홍릉(금곡)",,,,0,1,0,미부착, 개방불가,X,출처불명 초상화
74,철도산업정보센터,HOME > 철도역사관 > 역사속철도인,http://www.kric.go.kr/jsp/board/portal/sub06/railManDetail.jsp?p_id1=M020404&p_id2=1&p_id3=&q_name=all,김기수(조선),74_김기수(조선),"1876년 2월 일본에 수신사로 다녀와서 집필한 일동기유에서 철도에 관하여 국내에 최초로 소개
자는 季芝, 호는 蒼山, 본관은 延安, 1875년 현감으로 별시문과에 병과로 합격 병자수호조약이 체결된 후 예조참의로서 수신사가 되어 일본에 다녀왔는데 이것이 근세 한일교섭의 시초라고 한다. 
이때의 수기 ’日東記游’, ’修信使日記’ 가 있으며 후일 신사유람단을 일본에 보내는 계기가 되었다. 덕원부사, 대사성, 감리의주통상사무 등을 역임하였으며 그 후 참판에 이르렀다.
1876년 2월 일본에 수신사로 다녀와서 집필한 일동기유에서 철도에 관하여 국내에 최초로 소개.",,,,0,1,0,미부착, 개방불가,X,출처불명 초상화
75,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=39&p_id3=2015-09-16&q_name=all,한국철도의 역사 요약,75_한국철도의 역사 요약,"한국철도의 역사 요약
한국철도의 역사 - 과거

○근.현대사와 함께 한 한국철도

1. 창설기 및 일제하의 철도
2. 광복 이후의 철도현황
3. 경제발전과 철도의 역할

한국철도의 역사 - 60년대 말 ~ 90년대 말

○경영환경의 변화와 오늘의 한국철도

1. 경영의 합리화와 다각화
2. 고객만족의 철도문화

한국철도의 역사 - 현재와 미래

○21세기 교통문화를 선도할 한국철도

1. 철도 정보 인프라 구축
2. 21세기 철도기술의 신장과 고속철도
3. 남북철도망 및 국제 철도망과의 연계 구축",,,철도청,0,0,1,미부착, 개방불가,X,발행자미상문서
76,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=38&p_id3=2015-09-16&q_name=all,철도차량의 역사,76_철도차량의 역사,"철도차량의 역사

1. 증기 기관차
2. 전기 기관차
3. 디젤전기 기관차
4. 전기 전동차(지하철)
5. 고속철도
6. 경량전철
1) 노면전차
2) 모노레일
3) 무인 자동 대중 교통 수단
4) 자기 부상 열차",,,철도청,0,0,1,미부착, 개방불가,X,발행자미상문서
77,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=37&p_id3=2015-09-16&q_name=all,신호보안장치의 역사적고찰,77_신호보안장치의 역사적고찰,"신호보안장치의 역사적 고찰

1. 신호보안장치의 탄생
1.1 수신호
1.2 신호기의 탄생
1.3 연동기의 출현

2. 전기를 이용한 신호보안장치
2.1 계전 연동장치의 개발
2.2 토큰 폐색장치
2.3 계전기 시대의 안전성

3. 신호설비의 마이크로컴퓨터화
3.1 현황
3.2 안전성 확보",,,철도청,0,0,1,미부착, 개방불가,X,발행자미상문서
78,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=36&p_id3=2015-09-16&q_name=all,세계터널역사의 개관,78_세계터널역사의 개관,"터널의 역사

1. 머리말

2. 고대의 터널
2.1 고대 오리엔트의 터널
2.2 고대 그리스와 로마시대의 터널

3. 중세의 터널

4. 근대의 터널

5. 맺는말",,,철도청,0,0,1,미부착, 개방불가,X,발행자미상문서
79,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=35&p_id3=2015-09-16&q_name=all,복합재료 교량의 역사와 기술현황,79_복합재료 교량의 역사와 기술현황,"복합재료 교량의 역사와 기술 현황

I. 머리말

II. 복합재료의 특성

III. 복합재료 교량의 역사

IV. FRP 기술 현황
1. FRP 강화 콘크리트
2. FRP를 이용한 보수와 강화
3. 합성 신구조
4. 완전 복합소재 신구조

V. 맺음말",,,철도청,0,0,1,미부착, 개방불가,X,제3자의권리(외부인작성)
80,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=34&p_id3=2015-09-16&q_name=all,교량붕괴의 역사가 주는 교훈,80_교량붕괴의 역사가 주는 교훈,"교량붕괴의 역사가 주는 교훈(1)

1. 서론

2. 역사적 교량 붕괴사고 사례
2.1 최근의 교량 붕괴 사례
2.2 역사상 최악의 교량 붕괴 사례",,,철도청,0,0,1,미부착, 개방불가,X,제3자의권리(외부인작성)
81,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=33&p_id3=2015-09-16&q_name=all,극비문서 영업선철거전용계획,81_극비문서 영업선철거전용계획,극비문서 영업선철거전용계획,,,철도박물관,0,0,1,미부착, 개방불가,X,"발행자, 제작년도 미상"
82,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=31&p_id3=2010-10-14&q_name=all,평원선공사사진첩,82_평원선공사사진첩,평원선공사사진첩,,,철도박물관,0,0,1,미부착, 개방불가,X,"발행자, 제작년도 미상"
83,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=29&p_id3=2010-10-14&q_name=all,철도,83_철도,철도,,,철도박물관,0,0,1,미부착, 개방불가,X,"제3자의귄리, 제작년도 미상"
84,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=28&p_id3=2010-10-14&q_name=all,천하무이만이천봉조선금강산,84_천하무이만이천봉조선금강산,천하무이만이천봉조선금강산,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
85,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=27&p_id3=2010-10-14&q_name=all,직원록,85_직원록,직원록,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
86,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=26&p_id3=2010-10-14&q_name=all,조선철도여행안내지도,86_조선철도여행안내지도,조선철도여행안내지도,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
87,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=25&p_id3=2010-10-14&q_name=all,조선지풍광사진첩,87_조선지풍광사진첩,조선지풍광사진첩,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
88,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=24&p_id3=2010-10-14&q_name=all,조선여행안내기,88_조선여행안내기,조선여행안내기,,,철도박물관,0,0,1,미부착,개방불가,X,"제3자의귄리, 제작년도 미상"
89,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=23&p_id3=2010-10-14&q_name=all,조선사진첩,89_조선사진첩,조선사진첩,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
90,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=22&p_id3=2010-10-14&q_name=all,조선금강산사진첩,90_조선금강산사진첩,조선금강산사진첩,,,철도박물관,0,0,1,미부착,개방불가,X,"제3자의귄리, 제작년도 미상"
91,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=21&p_id3=2010-10-13&q_name=all,우량정주보선구,91_우량정주보선구,우량정주보선구,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
92,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=20&p_id3=2010-10-13&q_name=all,우량정읍보선구,92_우량정읍보선구,우량정읍보선구,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
93,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=19&p_id3=2010-10-13&q_name=all,우량신의주보선구,93_우량신의주보선구,우량신의주보선구,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
94,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=18&p_id3=2010-10-13&q_name=all,우량 김천 보선구,94_우량 김천 보선구,우량 김천 보선구,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
95,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=17&p_id3=2010-10-13&q_name=all,외비운전취급심득,95_외비운전취급심득,외비운전취급심득,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
96,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=16&p_id3=2010-10-13&q_name=all,역원교과서,96_역원교과서,역원교과서,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
97,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=15&p_id3=2010-10-13&q_name=all,압록강교량공사보고,97_압록강교량공사보고,압록강교량공사보고,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
98,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=14&p_id3=2010-10-13&q_name=all,수재기념사진첩,98_수재기념사진첩,수재기념사진첩,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
99,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=13&p_id3=2010-10-13&q_name=all,부산압록강사진첩,99_부산압록강사진첩,부산압록강사진첩,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
100,철도산업정보센터,HOME > 철도역사관 > 역사자료,http://www.kric.go.kr/jsp/board/portal/sub06/historyReferenceDetail.jsp?p_id1=M02040301&p_id2=12&p_id3=2010-10-13&q_name=all,보선원필휴,100_보선원필휴,보선원필휴,,,철도박물관,0,0,1,미부착,제1유형,X,저작권보호기간 만료
