순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
160,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",개목사 원통전,"개목사 원통전 정면 편액
소재지 : 경상북도 안동시 서후면 태장2리 888
소유자 : 개목사
규모: 정면 3칸, 측면 3칸, 주심포계 맞배지붕
시대 : 조선 세조 3년(1475)",1981,1,미부착,제4유형,유,,개목사 원통전,,사진,이미지,,문화유산,한국어,1981,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
161,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",개목사 원통전,"개목사 원통전 외부 측면 상부
소재지 : 경상북도 안동시 서후면 태장2리 888
소유자 : 개목사
규모: 정면 3칸, 측면 3칸, 주심포계 맞배지붕
시대 : 조선 세조 3년(1475)",2000,1,미부착,제4유형,유,,개목사 원통전,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
162,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",개목사 원통전,"개목사 원통전 측면
소재지 : 경상북도 안동시 서후면 태장2리 888
소유자 : 개목사
규모: 정면 3칸, 측면 3칸, 주심포계 맞배지붕
시대 : 조선 세조 3년(1475)",2000,1,미부착,제4유형,유,,개목사 원통전,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
163,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",개목사 원통전,"개목사 원통전 전면 퇴칸
소재지 : 경상북도 안동시 서후면 태장2리 888
소유자 : 개목사
규모: 정면 3칸, 측면 3칸, 주심포계 맞배지붕
시대 : 조선 세조 3년(1475)",2000,1,미부착,제4유형,유,,개목사 원통전,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
164,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",태고정,"태고정 측면
소재지 : 대구광역시 달성군 하빈면 묘리 638
소유자 : 박우규
규모: 정면 4칸, 측면 2칸, 좌측은 맞배지붕+가적지붕, 우측은 팔작지붕
시대 : 조선 광해군 6년(1614)",미확인,1,미부착,제4유형,유,,태고정,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
165,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",태고정,"태고정 전면 대청 난간
소재지 : 대구광역시 달성군 하빈면 묘리 638
소유자 : 박우규
규모: 정면 4칸, 측면 2칸, 좌측은 맞배지붕+가적지붕, 우측은 팔작지붕
시대 : 조선 광해군 6년(1614)",미확인,1,미부착,제4유형,유,,태고정,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
166,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",태고정,"태고정 내부 천장 가구
소재지 : 대구광역시 달성군 하빈면 묘리 638
소유자 : 박우규
규모: 정면 4칸, 측면 2칸, 좌측은 맞배지붕+가적지붕, 우측은 팔작지붕
시대 : 조선 광해군 6년(1614)",미확인,1,미부착,제4유형,유,,태고정,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
167,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",태고정,"태고정_4
소재지 : 대구광역시 달성군 하빈면 묘리 638
소유자 : 박우규
규모: 정면 4칸, 측면 2칸, 좌측은 맞배지붕+가적지붕, 우측은 팔작지붕
시대 : 조선 광해군 6년(1614)",미확인,1,미부착,제4유형,유,,태고정,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
168,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전_0
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
169,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전 외부 귀공포
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
170,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전 내부 천장 가구
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
171,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전 우물 천장
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
172,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전 내부 공포
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
173,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전_5
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
174,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전 외부 측면
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
175,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전 내부 불단
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
176,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전 전경
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
177,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",선운사 참당암 대웅전,"선운사 참당암 대웅전 서측면
소재지 : 전라북도 고창군 아산면 삼인리 605
소유자 : 선운사
규모: 정면 3칸, 측면 3칸, 단층 다포계 맞배지붕
시대 : 조선시대",2001,1,미부착,제4유형,유,,선운사 참당암 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
178,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전 정면 편액 및 공포
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
179,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전 내부 불단과 내부 공포
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
180,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전_03
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
181,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전_04
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
182,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전 내부 가구와 천장
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
183,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전_06
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
184,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전 서측면
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
185,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전 석조 계단
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
186,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전 귀공포
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
187,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",정혜사 대웅전,"정혜사 대웅전_10
소재지 : 전라남도 순천시 서면 청소리 711
소유자 : 정혜사
규모: 정면 3칸, 측면 2칸, 단층 다포계 팔작지붕
시대 : 조선시대(1617)",2001,1,미부착,제4유형,유,,정혜사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
188,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 전교당,"도산서원 전교당 천장
소재지 : 경상북도 안동시 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대(1574)",1994,1,미부착,제4유형,유,,도산서원 전교당,,사진,이미지,,문화유산,한국어,1994,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
189,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 전교당,"도산서원 전교당 내부
소재지 : 경상북도 안동시 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대(1574)",1994,1,미부착,제4유형,유,,도산서원 전교당,,사진,이미지,,문화유산,한국어,1994,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
190,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 전교당,"도산서원 전교당_03
소재지 : 경상북도 안동시 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대(1574)",1994,1,미부착,제4유형,유,,도산서원 전교당,,사진,이미지,,문화유산,한국어,1994,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
191,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 전교당,"도산서원 전교당 내부 천장 가구
소재지 : 경상북도 안동시 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대(1574)",1994,1,미부착,제4유형,유,,도산서원 전교당,,사진,이미지,,문화유산,한국어,1994,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
192,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 전교당,"도산서원 전교당 내부_05
소재지 : 경상북도 안동시 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대(1574)",1994,1,미부착,제4유형,유,,도산서원 전교당,,사진,이미지,,문화유산,한국어,1994,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
193,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",회덕 동춘당,"회덕 동춘당 정면
소재지 : 대전광역시 대덕구 송춘동 192
소유자 : 송용시
규모: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대",2000,1,미부착,제4유형,유,,회덕 동춘당,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
194,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",회덕 동춘당,"회덕 동춘당 내부 연등 천장
소재지 : 대전광역시 대덕구 송춘동 192
소유자 : 송용시
규모: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대",2000,1,미부착,제4유형,유,,회덕 동춘당,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
195,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",회덕 동춘당,"회덕 동춘당_03
소재지 : 대전광역시 대덕구 송춘동 192
소유자 : 송용시
규모: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대",2000,1,미부착,제4유형,유,,회덕 동춘당,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
196,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",회덕 동춘당,"회덕 동춘당 정면 처마
소재지 : 대전광역시 대덕구 송춘동 192
소유자 : 송용시
규모: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대",2000,1,미부착,제4유형,유,,회덕 동춘당,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
197,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",회덕 동춘당,"회덕 동춘당 내부
소재지 : 대전광역시 대덕구 송춘동 192
소유자 : 송용시
규모: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대",2000,1,미부착,제4유형,유,,회덕 동춘당,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
198,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",회덕 동춘당,"회덕 동춘당_06
소재지 : 대전광역시 대덕구 송춘동 192
소유자 : 송용시
규모: 정면 3칸, 측면 2칸, 단층 팔작지붕
시대 : 조선시대",2000,1,미부착,제4유형,유,,회덕 동춘당,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
199,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 상덕사 부 정문 및 사주토병,"도산서원 상덕사 정문
소재지 : 경상북도 안동군 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 선조 7년(1574)",2004,1,미부착,제4유형,유,,도산서원 상덕사 부 정문 및 사주토병,,사진,이미지,,문화유산,한국어,2004,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
200,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 상덕사 부 정문 및 사주토병,"도산서원 상덕사 정문에서 본 사당
소재지 : 경상북도 안동군 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 선조 7년(1574)",2004,1,미부착,제4유형,유,,도산서원 상덕사 부 정문 및 사주토병,,사진,이미지,,문화유산,한국어,2004,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
201,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 상덕사 부 정문 및 사주토병,"도산서원 상덕사 내부 천장
소재지 : 경상북도 안동군 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 선조 7년(1574)",2004,1,미부착,제4유형,유,,도산서원 상덕사 부 정문 및 사주토병,,사진,이미지,,문화유산,한국어,2004,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
202,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 상덕사 부 정문 및 사주토병,"도산서원 상덕사_4
소재지 : 경상북도 안동군 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 선조 7년(1574)",2004,1,미부착,제4유형,유,,도산서원 상덕사 부 정문 및 사주토병,,사진,이미지,,문화유산,한국어,2004,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
203,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 상덕사 부 정문 및 사주토병,"도산서원 상덕사 내부
소재지 : 경상북도 안동군 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 선조 7년(1574)",2004,1,미부착,제4유형,유,,도산서원 상덕사 부 정문 및 사주토병,,사진,이미지,,문화유산,한국어,2004,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
204,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",도산서원 상덕사 부 정문 및 사주토병,"도산서원 상덕사_6
소재지 : 경상북도 안동군 도산면 토계리 680
소유자 : 도산서원
규모: 정면 4칸, 측면 2칸, 단층 팔작지붕
시대 : 조선 선조 7년(1574)",2004,1,미부착,제4유형,유,,도산서원 상덕사 부 정문 및 사주토병,,사진,이미지,,문화유산,한국어,2004,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
205,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",관룡사 대웅전,"관룡사 대웅전 내부 후불벽화(수월관음도)
소재지 : 경상남도 창녕군 창녕읍 옥천리 292
소유자 : 관룡사
규모: 정면 3칸, 측면 3칸, 단층 다포계 팔작지붕
시대 : 조선 광해군 9년(1617)",2001,1,미부착,제4유형,유,,관룡사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
206,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",관룡사 대웅전,"관룡사 대웅전_1
소재지 : 경상남도 창녕군 창녕읍 옥천리 292
소유자 : 관룡사
규모: 정면 3칸, 측면 3칸, 단층 다포계 팔작지붕
시대 : 조선 광해군 9년(1617)",2001,1,미부착,제4유형,유,,관룡사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
207,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",관룡사 대웅전,"관룡사 대웅전 측면
소재지 : 경상남도 창녕군 창녕읍 옥천리 292
소유자 : 관룡사
규모: 정면 3칸, 측면 3칸, 단층 다포계 팔작지붕
시대 : 조선 광해군 9년(1617)",2001,1,미부착,제4유형,유,,관룡사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
208,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",관룡사 대웅전,"관룡사 대웅전 외부 귀공포
소재지 : 경상남도 창녕군 창녕읍 옥천리 292
소유자 : 관룡사
규모: 정면 3칸, 측면 3칸, 단층 다포계 팔작지붕
시대 : 조선 광해군 9년(1617)",2001,1,미부착,제4유형,유,,관룡사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
209,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",관룡사 대웅전,"관룡사 대웅전 내부 불단
소재지 : 경상남도 창녕군 창녕읍 옥천리 292
소유자 : 관룡사
규모: 정면 3칸, 측면 3칸, 단층 다포계 팔작지붕
시대 : 조선 광해군 9년(1617)",2001,1,미부착,제4유형,유,,관룡사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
210,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (목조, 보물편)",관룡사 대웅전,"관룡사 대웅전 내부
소재지 : 경상남도 창녕군 창녕읍 옥천리 292
소유자 : 관룡사
규모: 정면 3칸, 측면 3칸, 단층 다포계 팔작지붕
시대 : 조선 광해군 9년(1617)",2001,1,미부착,제4유형,유,,관룡사 대웅전,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
